#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DEN 30,10,5:15,58,Field Goal,0,Broncos,17.0,2024,245
2,1,4:23,DEN 23,5,3:51,14,Punt,0,Broncos,17.0,2024,245
3,2,6:18,DEN 5,3,1:23,9,Punt,0,Broncos,17.0,2024,245
4,2,1:49,DEN 30,7,1:49,16,End of Half,0,Broncos,17.0,2024,245
5,3,9:07,DEN 30,12,5:57,70,Touchdown,0,Broncos,17.0,2024,245
6,4,11:33,DEN 25,5,2:45,75,Touchdown,0,Broncos,17.0,2024,245
7,4,5:08,DEN 40,6,2:38,6,Interception,0,Broncos,17.0,2024,245
8,4,1:29,DEN 30,7,1:21,70,Touchdown,0,Broncos,17.0,2024,245
9,5,6:43,DEN 10,3,1:35,4,Punt,0,Broncos,17.0,2024,245
10,5,2:43,DEN 23,3,0:23,2,Punt,0,Broncos,17.0,2024,245
