Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Mason Rudolph,TEN,19,31,193,11,32.4,274,8.8,146,7.7,4.7,47,2.5,0,0.0%,6,20.0%,3,4,1,2,6,15.8%,4,5.5,17.0,2024,251
Mac Jones,JAX,15,22,174,9,37.5,124,5.6,73,4.9,3.3,101,6.7,0,0.0%,3,14.3%,2,4,0,1,3,11.5%,2,8.0,17.0,2024,251
