#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,9:45,CIN 30,11,5:22,48,Downs,1,Bengals,17.0,2024,245
2,1,0:32,CIN 27,17,9:14,68,Downs,1,Bengals,17.0,2024,245
3,2,4:55,CIN 38,7,3:06,62,Touchdown,1,Bengals,17.0,2024,245
4,3,15:00,CIN 28,11,5:53,69,Field Goal,1,Bengals,17.0,2024,245
5,3,3:10,CIN 37,11,6:37,63,Touchdown,1,Bengals,17.0,2024,245
6,4,8:48,CIN 30,6,3:40,27,Fumble,1,Bengals,17.0,2024,245
7,4,2:30,CIN 41,6,1:01,59,Touchdown,1,Bengals,17.0,2024,245
8,4,0:08,CIN 30,1,0:08,-1,End of Half,1,Bengals,17.0,2024,245
9,5,10:00,CIN 26,5,3:17,17,Punt,1,Bengals,17.0,2024,245
10,5,5:08,CIN 46,6,2:25,39,Missed FG,1,Bengals,17.0,2024,245
11,5,2:20,CIN 37,5,1:13,63,Touchdown,1,Bengals,17.0,2024,245
