Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jordan Love,GNB,19,30,185,11,33.3,303,10.1,115,6.1,3.8,70,3.7,2,6.9%,7,24.1%,3,16,1,4,8,23.5%,1,6.0,17.0,2024,254
Sam Darnold,MIN,33,43,377,20,45.5,319,7.4,199,6.0,4.6,178,5.4,0,0.0%,4,9.8%,1,9,2,3,6,13.6%,0,,17.0,2024,254
