Player,Pos,home_team,team,week,year,game_id
Josh Allen,QB,1,Bills,17.0,2024,247
James Cook,RB,1,Bills,17.0,2024,247
Khalil Shakir,WR,1,Bills,17.0,2024,247
Keon Coleman,WR,1,Bills,17.0,2024,247
Mack Hollins,WR,1,Bills,17.0,2024,247
Dawson Knox,TE,1,Bills,17.0,2024,247
Spencer Brown,T,1,Bills,17.0,2024,247
Dion Dawkins,T,1,Bills,17.0,2024,247
O'Cyrus Torrence,G,1,Bills,17.0,2024,247
Connor McGovern,G,1,Bills,17.0,2024,247
David Edwards,G,1,Bills,17.0,2024,247
A.J. Epenesa,DE,1,Bills,17.0,2024,247
Gregory Rousseau,DE,1,Bills,17.0,2024,247
DaQuan Jones,DT,1,Bills,17.0,2024,247
Ed Oliver,DT,1,Bills,17.0,2024,247
Matt Milano,LB,1,Bills,17.0,2024,247
Terrel Bernard,LB,1,Bills,17.0,2024,247
Taron Johnson,CB,1,Bills,17.0,2024,247
Rasul Douglas,CB,1,Bills,17.0,2024,247
Christian Benford,CB,1,Bills,17.0,2024,247
Cole Bishop,S,1,Bills,17.0,2024,247
Taylor Rapp,S,1,Bills,17.0,2024,247
