Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Travis Kelce,KAN,11,8,84,1,4.0,31,3.9,53,6.6,4.6,0,,0,0.0,0,124.8,17.0,2024,241
Xavier Worthy,KAN,9,8,79,1,5.0,11,1.4,68,8.5,0.7,0,,0,0.0,0,140.3,17.0,2024,241
Marquise Brown,KAN,7,4,46,0,3.0,35,8.8,11,2.8,9.6,0,,0,0.0,0,77.1,17.0,2024,241
DeAndre Hopkins,KAN,4,2,7,0,,2,1.0,5,2.5,6.8,0,,0,0.0,0,56.2,17.0,2024,241
Samaje Perine,KAN,2,2,20,0,1.0,11,5.5,9,4.5,5.5,0,,0,0.0,0,108.3,17.0,2024,241
JuJu Smith-Schuster,KAN,2,2,18,0,1.0,3,1.5,15,7.5,1.5,0,,0,0.0,0,104.2,17.0,2024,241
Justin Watson,KAN,2,2,60,1,2.0,51,25.5,9,4.5,25.5,0,,0,0.0,0,158.3,17.0,2024,241
Noah Gray,KAN,1,1,6,0,,0,0.0,6,6.0,0.0,0,,0,0.0,0,91.7,17.0,2024,241
Pat Freiermuth,PIT,8,7,60,0,2.0,39,5.6,21,3.0,7.1,0,,0,0.0,1,58.3,17.0,2024,241
Jaylen Warren,PIT,6,5,41,0,3.0,4,0.8,37,7.4,0.3,1,5.0,1,16.7,0,95.1,17.0,2024,241
Calvin Austin III,PIT,5,4,31,0,1.0,21,5.3,10,2.5,6.0,0,,0,0.0,0,92.5,17.0,2024,241
George Pickens,PIT,7,3,50,0,2.0,36,12.0,14,4.7,14.0,0,,0,0.0,0,67.6,17.0,2024,241
Najee Harris,PIT,4,2,7,0,0.0,-10,-5.0,17,8.5,-2.0,0,,0,0.0,0,56.2,17.0,2024,241
Connor Heyward,PIT,1,1,8,0,1.0,8,8.0,0,0.0,8.0,0,,0,0.0,0,100.0,17.0,2024,241
Darnell Washington,PIT,1,1,8,0,,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0,17.0,2024,241
Van Jefferson,PIT,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6,17.0,2024,241
Mike Williams,PIT,2,0,0,0,,0,,0,,24.5,0,,0,0.0,0,39.6,17.0,2024,241
