Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Geno Smith,SEA,17,23,160,7,26.9,74,3.2,40,2.4,1.7,120,7.1,0,0.0%,2,9.1%,3,7,0,4,7,25.0%,2,10.0,17.0,2024,243
Caleb Williams,CHI,16,28,122,7,20.0,202,7.2,14,0.9,0.5,108,6.8,2,7.7%,6,23.1%,7,10,2,4,13,34.2%,3,8.3,17.0,2024,243
