Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Bryce Young,CAR,0,0,0,0,0,17.0,2024,248
Raheem Blackshear,CAR,0,0,0,0,0,17.0,2024,248
Mike Boone,CAR,2,0,0,0,0,17.0,2024,248
Adam Thielen,CAR,6,5,110,2,40,17.0,2024,248
Jalen Coker,CAR,2,2,35,0,20,17.0,2024,248
Xavier Legette,CAR,9,5,28,0,10,17.0,2024,248
David Moore,CAR,1,1,17,0,17,17.0,2024,248
Dan Chisena,CAR,1,1,8,0,8,17.0,2024,248
Ja'Tavion Sanders,CAR,1,1,5,0,5,17.0,2024,248
Velus Jones Jr.,CAR,0,0,0,0,0,17.0,2024,248
Baker Mayfield,TAM,0,0,0,0,0,17.0,2024,248
Bucky Irving,TAM,4,4,77,0,42,17.0,2024,248
Sean Tucker,TAM,1,1,5,0,5,17.0,2024,248
Rachaad White,TAM,1,1,4,0,4,17.0,2024,248
Kameron Johnson,TAM,0,0,0,0,0,17.0,2024,248
Jalen McMillan,TAM,5,5,51,2,16,17.0,2024,248
Mike Evans,TAM,9,8,97,2,34,17.0,2024,248
Devin Culp,TAM,4,3,52,0,26,17.0,2024,248
Payne Durham,TAM,3,2,36,1,31,17.0,2024,248
Ryan Miller,TAM,4,2,26,0,23,17.0,2024,248
Rakim Jarrett,TAM,1,1,11,0,11,17.0,2024,248
Kyle Trask,TAM,0,0,0,0,0,17.0,2024,248
