Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,,17.0,2024,255
1,15:00,,,WAS 35,0.0,0.0,"Zane Gonzalez kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
1,15:00,1.0,10.0,ATL 30,0.0,0.0,Bijan Robinson left guard for 7 yards (tackle by Quan Martin),0.94,1.34,17.0,2024,255
1,14:18,2.0,3.0,ATL 37,0.0,0.0,Michael Penix pass complete short right to KhaDarel Hodge for 9 yards (tackle by Jeremy Chinn and Bobby Wagner),1.34,1.99,17.0,2024,255
1,13:43,1.0,10.0,ATL 46,0.0,0.0,Michael Penix pass complete short right to Bijan Robinson for 1 yard (tackle by Michael Davis and Frankie Luvu),1.99,1.59,17.0,2024,255
1,12:59,2.0,9.0,ATL 47,0.0,0.0,Michael Penix pass incomplete short middle intended for Darnell Mooney,1.59,0.89,17.0,2024,255
1,12:54,3.0,9.0,ATL 47,0.0,0.0,Michael Penix pass deep left intended for Chris Blair is intercepted by Quan Martin at WAS-33 and returned for 29 yards (tackle by Ray-Ray McCloud and Michael Penix),0.89,-3.05,17.0,2024,255
1,12:45,1.0,10.0,ATL 38,0.0,0.0,Jayden Daniels pass complete short right to Olamide Zaccheaus for 12 yards (tackle by Jessie Bates and Kaden Elliss),3.05,3.84,17.0,2024,255
1,12:17,1.0,10.0,ATL 26,0.0,0.0,Brian Robinson right guard for 2 yards (tackle by David Onyemata and Mike Hughes),3.84,3.57,17.0,2024,255
1,11:40,2.0,8.0,ATL 24,0.0,0.0,Jayden Daniels pass complete short right to Olamide Zaccheaus for 9 yards (tackle by Kaden Elliss),3.57,4.58,17.0,2024,255
1,11:02,1.0,10.0,ATL 15,0.0,0.0,Brian Robinson up the middle for 1 yard (tackle by Grady Jarrett),4.58,4.11,17.0,2024,255
1,10:25,2.0,9.0,ATL 14,0.0,0.0,Jayden Daniels pass incomplete short middle intended for Zach Ertz,4.11,3.24,17.0,2024,255
1,10:19,3.0,9.0,ATL 14,0.0,0.0,Jayden Daniels pass complete short middle to Jamison Crowder for 7 yards (tackle by Jessie Bates),3.24,3.0,17.0,2024,255
1,9:37,4.0,2.0,ATL 7,0.0,6.0,"Jayden Daniels pass complete short left to Olamide Zaccheaus for 7 yards, touchdown",3.0,7.0,17.0,2024,255
1,9:33,,,ATL 15,0.0,7.0,Zane Gonzalez kicks extra point good,0.0,0.0,17.0,2024,255
1,9:33,,,WAS 35,0.0,7.0,"Zane Gonzalez kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
1,9:33,1.0,10.0,ATL 30,0.0,7.0,Bijan Robinson right guard for 13 yards (tackle by Quan Martin and Sheldon Day),0.94,1.8,17.0,2024,255
1,9:10,1.0,10.0,ATL 43,0.0,7.0,Michael Penix pass incomplete deep middle intended for KhaDarel Hodge (defended by Jeremy Chinn),1.8,1.25,17.0,2024,255
1,8:59,2.0,10.0,ATL 43,0.0,7.0,Michael Penix pass complete short right to Kyle Pitts for 23 yards (tackle by Quan Martin),1.25,3.31,17.0,2024,255
1,8:20,1.0,10.0,WAS 34,0.0,7.0,Michael Penix pass complete short right to Bijan Robinson for 1 yard (tackle by Bobby Wagner and Dorance Armstrong),3.31,2.91,17.0,2024,255
1,7:39,2.0,9.0,WAS 33,0.0,7.0,Michael Penix pass complete short middle to Kyle Pitts for 5 yards (tackle by Jeremy Chinn),2.91,2.87,17.0,2024,255
1,6:59,3.0,4.0,WAS 28,0.0,7.0,Michael Penix pass incomplete short right intended for Drake London,2.87,1.65,17.0,2024,255
1,6:53,4.0,4.0,WAS 28,0.0,7.0,"Riley Patterson yard field goal good. Penalty on Mike Sainristil: Defensive Offside, 5 yards (accepted) (no play)",1.65,4.04,17.0,2024,255
1,6:49,1.0,10.0,WAS 23,0.0,7.0,Michael Penix pass complete short left to Drake London for 13 yards (tackle by Mike Sainristil),4.04,4.91,17.0,2024,255
1,6:08,1.0,10.0,WAS 10,0.0,7.0,Bijan Robinson left end for 4 yards (tackle by Javontae Jean-Baptiste),4.91,4.95,17.0,2024,255
1,5:23,2.0,6.0,WAS 6,0.0,7.0,Michael Penix pass incomplete short right intended for KhaDarel Hodge,4.95,4.04,17.0,2024,255
1,5:17,3.0,6.0,WAS 6,0.0,7.0,"Michael Penix pass incomplete short left intended for Drake London. Penalty on Michael Davis: Defensive Pass Interference, 5 yards (accepted) (no play)",4.04,6.97,17.0,2024,255
1,5:12,1.0,1.0,WAS 1,6.0,7.0,"Bijan Robinson left tackle for 1 yard, touchdown",6.97,7.0,17.0,2024,255
1,5:10,,,WAS 15,7.0,7.0,Riley Patterson kicks extra point good,0.0,0.0,17.0,2024,255
1,5:10,,,ATL 35,7.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
1,5:10,1.0,10.0,WAS 30,7.0,7.0,Brian Robinson left tackle for no gain (tackle by Nathan Landman),0.94,0.39,17.0,2024,255
1,4:37,2.0,10.0,WAS 30,7.0,7.0,Jayden Daniels sacked by JD Bertrand for -13 yards,0.39,-2.36,17.0,2024,255
1,3:55,3.0,23.0,WAS 17,7.0,7.0,Jayden Daniels pass complete short right to Olamide Zaccheaus for 12 yards (tackle by DeAngelo Malone and Mike Hughes),-2.36,-1.44,17.0,2024,255
1,3:00,4.0,11.0,WAS 29,7.0,7.0,"Tress Way punts 55 yards, returned by Avery Williams for 13 yards (tackle by Kevon Seymour and Jeremy Reaves)",-1.44,-0.87,17.0,2024,255
1,2:48,1.0,10.0,ATL 29,7.0,7.0,Bijan Robinson left end for 8 yards (tackle by Quan Martin),0.87,1.41,17.0,2024,255
1,2:07,2.0,2.0,ATL 37,7.0,7.0,"Penalty on Charlie Woerner: False Start, 5 yards (accepted) (no play)",1.41,0.73,17.0,2024,255
1,1:46,2.0,7.0,ATL 32,7.0,7.0,Bijan Robinson left end for 1 yard (tackle by Clelin Ferrell and Bobby Wagner),0.73,0.17,17.0,2024,255
1,1:04,3.0,6.0,ATL 33,7.0,7.0,Michael Penix pass incomplete short left intended for Bijan Robinson,0.17,-1.18,17.0,2024,255
1,0:59,4.0,6.0,ATL 33,7.0,7.0,"Bradley Pinion punts 61 yards, returned by Jamison Crowder for 22 yards (tackle by DeAngelo Malone and Nathan Landman)",-1.18,-0.81,17.0,2024,255
1,0:45,1.0,10.0,WAS 28,7.0,7.0,Jayden Daniels pass complete short right to Zach Ertz for 9 yards (tackle by Nathan Landman),0.81,1.48,17.0,2024,255
2,15:00,2.0,1.0,WAS 37,7.0,7.0,Brian Robinson left end for 12 yards (tackle by Justin Simmons and Nathan Landman),1.48,2.19,17.0,2024,255
2,14:43,1.0,10.0,WAS 49,7.0,7.0,"Brian Robinson up the middle for 7 yards (tackle by Jessie Bates). Penalty on Grady Jarrett: Defensive Holding, 5 yards (accepted)",2.19,2.98,17.0,2024,255
2,14:22,1.0,10.0,ATL 39,7.0,7.0,Brian Robinson left end for 1 yard (tackle by Zach Harrison and Demone Harris),2.98,2.58,17.0,2024,255
2,13:41,2.0,9.0,ATL 38,7.0,7.0,Jayden Daniels pass complete short left to Terry McLaurin for 5 yards (tackle by Matt Judon),2.58,2.54,17.0,2024,255
2,13:01,3.0,4.0,ATL 33,7.0,7.0,Jayden Daniels pass complete short middle to Jamison Crowder for 9 yards (tackle by DeAundre Alford),2.54,3.97,17.0,2024,255
2,12:24,1.0,10.0,ATL 24,7.0,7.0,Jayden Daniels pass complete short left to Jeremy McNichols for -1 yards (tackle by Mike Hughes),3.97,3.3,17.0,2024,255
2,11:51,2.0,11.0,ATL 25,7.0,7.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for 13 yards (tackle by Kaden Elliss and Jessie Bates),3.3,4.78,17.0,2024,255
2,11:07,1.0,10.0,ATL 12,7.0,7.0,"Jayden Daniels right end for no gain (tackle by Demone Harris and DeAundre Alford). Penalty on Tyler Biadasz: Offensive Holding, 10 yards (accepted) (no play)",4.78,4.11,17.0,2024,255
2,10:46,1.0,20.0,ATL 22,7.0,7.0,Jayden Daniels pass short middle intended for Jamison Crowder is intercepted by Kaden Elliss at ATL-16 and returned for 12 yards (tackle by Jamison Crowder and Tyler Biadasz),4.11,-0.81,17.0,2024,255
2,10:37,1.0,10.0,ATL 28,7.0,7.0,Tyler Allgeier right guard for 8 yards (tackle by Bobby Wagner and Quan Martin),0.81,1.34,17.0,2024,255
2,10:02,2.0,2.0,ATL 36,7.0,7.0,Tyler Allgeier right end for 5 yards (tackle by Noah Igbinoghene and Jeremy Chinn),1.34,1.66,17.0,2024,255
2,9:18,1.0,10.0,ATL 41,7.0,7.0,Michael Penix pass incomplete deep left intended for KhaDarel Hodge,1.66,1.12,17.0,2024,255
2,9:10,2.0,10.0,ATL 41,7.0,7.0,Michael Penix pass complete short left to Drake London for 14 yards (tackle by Quan Martin),1.12,2.59,17.0,2024,255
2,8:30,1.0,10.0,WAS 45,7.0,7.0,Bijan Robinson right guard for 5 yards (tackle by Jer'Zhan Newton),2.59,2.72,17.0,2024,255
2,7:47,2.0,5.0,WAS 40,7.0,7.0,Bijan Robinson left guard for 12 yards (tackle by Benjamin St-Juste),2.72,3.71,17.0,2024,255
2,7:02,1.0,10.0,WAS 28,7.0,7.0,Tyler Allgeier right end for 6 yards (tackle by Daron Payne),3.71,3.98,17.0,2024,255
2,6:22,2.0,4.0,WAS 22,7.0,7.0,"Michael Penix pass incomplete short right intended for KhaDarel Hodge. Penalty on Dante Fowler: Roughing the Passer, 10 yards (accepted) (no play)",3.98,4.78,17.0,2024,255
2,6:17,1.0,10.0,WAS 12,7.0,7.0,Bijan Robinson right end for 8 yards (tackle by Benjamin St-Juste),4.78,5.6,17.0,2024,255
2,5:33,2.0,2.0,WAS 4,7.0,7.0,"Bijan Robinson right end for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Bijan Robinson right end for 3 yards (tackle by Benjamin St-Juste)",5.6,6.97,17.0,2024,255
2,5:10,1.0,1.0,WAS 1,7.0,7.0,Michael Penix left guard for no gain (tackle by Clelin Ferrell and Bobby Wagner),6.97,5.91,17.0,2024,255
2,4:27,2.0,1.0,WAS 1,13.0,7.0,"Bijan Robinson right end for 1 yard, touchdown",5.91,7.0,17.0,2024,255
2,4:24,,,WAS 15,14.0,7.0,Riley Patterson kicks extra point good,0.0,0.0,17.0,2024,255
2,4:24,,,ATL 35,14.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
2,4:24,1.0,10.0,WAS 30,14.0,7.0,Jayden Daniels left end for 25 yards (tackle by Kaden Elliss),0.94,2.59,17.0,2024,255
2,3:53,1.0,10.0,ATL 45,14.0,7.0,"Brian Robinson left end for no gain (tackle by David Onyemata). Penalty on Brandon Coleman: Offensive Holding, 10 yards (accepted) (no play)",2.59,1.93,17.0,2024,255
2,3:31,1.0,20.0,WAS 45,14.0,7.0,Jayden Daniels sacked by Matt Judon for -10 yards,1.93,-0.66,17.0,2024,255
2,2:44,,,,,,Timeout #1 by Washington Commanders,,,17.0,2024,255
2,2:44,2.0,30.0,WAS 35,14.0,7.0,Jayden Daniels pass incomplete short right,-0.66,-1.29,17.0,2024,255
2,2:38,3.0,30.0,WAS 35,14.0,7.0,Jayden Daniels pass complete short right to Olamide Zaccheaus for 10 yards (tackle by Jessie Bates and Mike Hughes),-1.29,-0.39,17.0,2024,255
2,2:00,4.0,20.0,WAS 45,14.0,7.0,"Tress Way punts 37 yards out of bounds. Penalty on Darrick Forrest: Offensive Holding, 10 yards (accepted)",-0.39,-0.81,17.0,2024,255
2,1:53,1.0,10.0,ATL 28,14.0,7.0,Bijan Robinson right end for 9 yards (tackle by Bobby Wagner and Jeremy Chinn),0.81,1.48,17.0,2024,255
2,1:19,2.0,1.0,ATL 37,14.0,7.0,Bijan Robinson right tackle for 10 yards (tackle by Jeremy Chinn),1.48,2.06,17.0,2024,255
2,0:54,1.0,10.0,ATL 47,14.0,7.0,Michael Penix pass complete deep right to Drake London for 17 yards,2.06,3.18,17.0,2024,255
2,0:46,1.0,10.0,WAS 36,14.0,7.0,Michael Penix pass complete short right to Darnell Mooney for 12 yards (tackle by Michael Davis),3.18,3.97,17.0,2024,255
2,0:22,1.0,10.0,WAS 24,14.0,7.0,Michael Penix pass complete short right to Kyle Pitts for 3 yards,3.97,3.84,17.0,2024,255
2,0:16,2.0,7.0,WAS 21,14.0,7.0,Michael Penix pass incomplete short middle intended for Bijan Robinson (defended by Bobby Wagner),3.84,3.14,17.0,2024,255
2,0:11,3.0,7.0,WAS 21,14.0,7.0,Michael Penix pass incomplete deep left intended for Drake London,3.14,2.06,17.0,2024,255
2,0:06,4.0,7.0,WAS 21,17.0,7.0,Riley Patterson 39 yard field goal good,2.06,3.0,17.0,2024,255
2,0:02,,,ATL 35,17.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
2,0:02,1.0,10.0,WAS 30,17.0,7.0,Jayden Daniels kneels for -1 yards,0.94,0.26,17.0,2024,255
3,15:00,,,ATL 35,17.0,7.0,"Bradley Pinion kicks off 63 yards, returned by Luke McCaffrey for 29 yards (tackle by DeAundre Alford and JD Bertrand)",0.0,1.0,17.0,2024,255
3,14:49,1.0,10.0,WAS 31,17.0,7.0,"Jayden Daniels pass incomplete short right intended for Olamide Zaccheaus. Penalty on Samuel Cosmi: Offensive Holding, 10 yards (accepted) (no play)",1.0,0.34,17.0,2024,255
3,14:49,1.0,20.0,WAS 21,17.0,7.0,Jayden Daniels pass complete short middle to Brian Robinson for 5 yards (tackle by Arnold Ebiketie),0.34,-0.22,17.0,2024,255
3,14:21,2.0,15.0,WAS 26,17.0,7.0,Jayden Daniels sacked by David Onyemata for -7 yards,-0.22,-1.94,17.0,2024,255
3,13:40,3.0,22.0,WAS 19,17.0,7.0,"Jayden Daniels sacked by Arnold Ebiketie for no gain. Penalty on DeAngelo Malone: Illegal Contact, 5 yards (accepted) (no play)",-1.94,0.54,17.0,2024,255
3,13:29,1.0,10.0,WAS 24,17.0,7.0,Jayden Daniels pass incomplete short left intended for Jamison Crowder,0.54,0.0,17.0,2024,255
3,13:22,2.0,10.0,WAS 24,17.0,7.0,Brian Robinson right end for 10 yards (tackle by DeAngelo Malone and DeAundre Alford),0.0,1.2,17.0,2024,255
3,12:45,1.0,10.0,WAS 34,17.0,7.0,"Jayden Daniels pass complete short left to Olamide Zaccheaus for no gain (tackle by Kentavius Street). Penalty on K.J. Osborn: Offensive Holding, 10 yards (accepted) (no play)",1.2,0.54,17.0,2024,255
3,12:21,1.0,20.0,WAS 24,17.0,7.0,Jayden Daniels pass complete short left to Zach Ertz for 37 yards (tackle by JD Bertrand),0.54,2.98,17.0,2024,255
3,11:32,1.0,10.0,ATL 39,17.0,7.0,Jayden Daniels pass incomplete short left intended for Jeremy McNichols,2.98,2.44,17.0,2024,255
3,11:29,2.0,10.0,ATL 39,17.0,7.0,Jeremy McNichols right guard for 5 yards (tackle by Grady Jarrett),2.44,2.41,17.0,2024,255
3,10:55,3.0,5.0,ATL 34,17.0,7.0,Jayden Daniels scrambles left end for 9 yards (tackle by Kaden Elliss),2.41,3.91,17.0,2024,255
3,10:14,1.0,10.0,ATL 25,17.0,7.0,Jayden Daniels pass incomplete short middle intended for Terry McLaurin (defended by AJ Terrell),3.91,3.36,17.0,2024,255
3,10:11,2.0,10.0,ATL 25,17.0,7.0,Jayden Daniels pass incomplete deep middle intended for Terry McLaurin,3.36,2.68,17.0,2024,255
3,10:06,3.0,10.0,ATL 25,17.0,7.0,Jayden Daniels pass complete short right to Jamison Crowder for 9 yards (tackle by Mike Hughes),2.68,2.53,17.0,2024,255
3,9:24,4.0,1.0,ATL 16,17.0,7.0,Jayden Daniels right end for 4 yards (tackle by Jessie Bates),2.53,4.78,17.0,2024,255
3,8:47,1.0,10.0,ATL 12,17.0,7.0,Brian Robinson right end for 3 yards (tackle by Demone Harris and Eddie Goldman),4.78,4.64,17.0,2024,255
3,8:04,2.0,7.0,ATL 9,17.0,7.0,Jayden Daniels sacked by Jessie Bates for -1 yards,4.64,3.48,17.0,2024,255
3,7:19,3.0,8.0,ATL 10,17.0,13.0,"Jayden Daniels pass complete short middle to Zach Ertz for 10 yards, touchdown",3.48,7.0,17.0,2024,255
3,7:13,,,ATL 15,17.0,14.0,Zane Gonzalez kicks extra point good,0.0,0.0,17.0,2024,255
