Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Commanders won the coin toss, Commanders to receive the overtime kickoff.",,,17.0,2024,255
OT,10:00,,,ATL 35,24.0,24.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
OT,10:00,1.0,10.0,WAS 30,24.0,24.0,"Penalty on Brandon Coleman: False Start, 5 yards (accepted) (no play)",0.94,0.61,17.0,2024,255
OT,10:00,1.0,15.0,WAS 25,24.0,24.0,Jayden Daniels scrambles up the middle for 7 yards (tackle by Lorenzo Carter),0.61,0.66,17.0,2024,255
OT,9:24,2.0,8.0,WAS 32,24.0,24.0,Jayden Daniels pass complete short middle to Zach Ertz for 10 yards (tackle by Jessie Bates),0.66,1.73,17.0,2024,255
OT,8:46,1.0,10.0,WAS 42,24.0,24.0,Jayden Daniels left end for 7 yards (tackle by Nathan Landman),1.73,2.13,17.0,2024,255
OT,8:10,2.0,3.0,WAS 49,24.0,24.0,Brian Robinson left tackle for 1 yard (tackle by Grady Jarrett),2.13,1.55,17.0,2024,255
OT,7:38,3.0,2.0,WAS 50,24.0,24.0,Jayden Daniels scrambles right end for 16 yards (tackle by Justin Simmons),1.55,3.31,17.0,2024,255
OT,6:58,1.0,10.0,ATL 34,24.0,24.0,Jayden Daniels pass complete short middle to Zach Ertz for 4 yards (tackle by Kaden Elliss),3.31,3.31,17.0,2024,255
OT,6:19,2.0,6.0,ATL 30,24.0,24.0,Jayden Daniels pass complete short left to Chris Rodriguez for 12 yards (tackle by Mike Hughes),3.31,4.37,17.0,2024,255
OT,5:41,1.0,10.0,ATL 18,24.0,24.0,Jayden Daniels pass complete short right to Brian Robinson for 4 yards (tackle by Jessie Bates and DeAundre Alford),4.37,4.43,17.0,2024,255
OT,5:07,2.0,6.0,ATL 14,24.0,24.0,Jayden Daniels right end for 6 yards (tackle by JD Bertrand),4.43,5.37,17.0,2024,255
OT,4:26,1.0,8.0,ATL 8,24.0,24.0,Jayden Daniels left end for no gain (tackle by DeAundre Alford),5.37,4.57,17.0,2024,255
OT,3:37,2.0,8.0,ATL 8,24.0,24.0,Jayden Daniels scrambles up the middle for 6 yards (tackle by Justin Simmons),4.57,4.95,17.0,2024,255
OT,2:45,,,,,,Timeout #1 by Washington Commanders,,,17.0,2024,255
OT,2:45,3.0,2.0,ATL 2,24.0,30.0,"Jayden Daniels pass complete short middle to Zach Ertz for 2 yards, touchdown",4.95,6.0,17.0,2024,255
