Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Falcons,-6.0,10.2,6.32,3.9,-3.94,-14.05,-2.63,-12.08,4.92,-2.41,-5.7,4.76,-0.01,-1.37,-0.09,17.0,2024,255
Commanders,6.0,14.05,2.63,12.08,-4.92,-10.2,-6.32,-3.9,3.94,2.41,-4.76,5.7,1.37,0.01,0.09,17.0,2024,255
