Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rico Dowdle,DAL,23,104,0,6.0,60,2.6,44,1.9,2,11.5,17.0,2024,250
Ezekiel Elliott,DAL,3,2,0,,-2,-0.7,4,1.3,0,,17.0,2024,250
KaVontae Turpin,DAL,2,18,0,1.0,11,5.5,7,3.5,0,,17.0,2024,250
Trey Lance,DAL,1,1,0,,1,1.0,0,0.0,0,,17.0,2024,250
Cooper Rush,DAL,1,2,0,1.0,1,1.0,1,1.0,0,,17.0,2024,250
Saquon Barkley,PHI,31,167,0,9.0,127,4.1,40,1.3,1,31.0,17.0,2024,250
Tyrion Davis-Price,PHI,3,7,0,,3,1.0,4,1.3,0,,17.0,2024,250
Kenneth Gainwell,PHI,3,4,0,,0,0.0,4,1.3,0,,17.0,2024,250
Kenny Pickett,PHI,3,3,1,2.0,0,0.0,3,1.0,0,,17.0,2024,250
Tanner McKee,PHI,2,-2,0,0.0,-2,-1.0,0,0.0,0,,17.0,2024,250
