Player,Pos,home_team,team,week,year,game_id
Jared Goff,QB,0,Lions,17.0,2024,256
Jahmyr Gibbs,RB,0,Lions,17.0,2024,256
Jameson Williams,WR,0,Lions,17.0,2024,256
Amon-Ra St. Brown,WR,0,Lions,17.0,2024,256
Brock Wright,TE,0,Lions,17.0,2024,256
Sam LaPorta,TE,0,Lions,17.0,2024,256
Graham Glasgow,OL,0,Lions,17.0,2024,256
Taylor Decker,T,0,Lions,17.0,2024,256
Penei Sewell,T,0,Lions,17.0,2024,256
Kevin Zeitler,G,0,Lions,17.0,2024,256
Frank Ragnow,C,0,Lions,17.0,2024,256
Levi Onwuzurike,DL,0,Lions,17.0,2024,256
Za'Darius Smith,DL,0,Lions,17.0,2024,256
D.J. Reader,DL,0,Lions,17.0,2024,256
Josh Paschal,DL,0,Lions,17.0,2024,256
Ben Niemann,LB,0,Lions,17.0,2024,256
Jack Campbell,LB,0,Lions,17.0,2024,256
Amik Robertson,CB,0,Lions,17.0,2024,256
Terrion Arnold,CB,0,Lions,17.0,2024,256
Brian Branch,DB,0,Lions,17.0,2024,256
Ifeatu Melifonwu,S,0,Lions,17.0,2024,256
Kerby Joseph,S,0,Lions,17.0,2024,256
