Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Aidan O'Connell,LVR,20,35,242,14,38.9,339,9.7,154,7.7,4.4,88,4.4,2,5.7%,9,25.7%,1,8,5,1,7,19.4%,0,,17.0,2024,252
Spencer Rattler,NOR,20,36,218,8,20.5,286,7.9,103,5.2,2.9,115,5.8,3,8.8%,4,11.8%,3,7,8,1,12,29.3%,2,9.0,17.0,2024,252
