Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Marvin Mims,DEN,8,8,103,2,3.0,61,7.6,42,5.3,7.6,0,,0,0.0,0,158.3,17.0,2024,245
Courtland Sutton,DEN,9,5,55,1,4.0,46,9.2,9,1.8,12.2,0,,0,0.0,1,71.3,17.0,2024,245
Javonte Williams,DEN,2,2,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2,17.0,2024,245
Devaughn Vele,DEN,2,2,27,0,2.0,21,10.5,6,3.0,10.5,0,,0,0.0,0,118.7,17.0,2024,245
Jaleel McLaughlin,DEN,2,2,7,0,0.0,-5,-2.5,12,6.0,-2.5,0,,0,0.0,0,81.2,17.0,2024,245
Nate Adkins,DEN,1,1,7,0,,-4,-4.0,11,11.0,-4.0,0,,0,0.0,0,95.8,17.0,2024,245
Audric Estime,DEN,1,1,13,0,1.0,-1,-1.0,14,14.0,-1.0,0,,0,0.0,0,118.7,17.0,2024,245
Troy Franklin,DEN,2,1,-1,0,,-3,-3.0,2,2.0,14.5,0,,0,0.0,0,56.2,17.0,2024,245
Lucas Krull,DEN,1,1,3,0,,-1,-1.0,4,4.0,-1.0,0,,0,0.0,0,79.2,17.0,2024,245
Adam Trautman,DEN,3,1,5,0,,2,2.0,3,3.0,4.7,0,,0,0.0,0,42.4,17.0,2024,245
Tee Higgins,CIN,12,11,131,3,8.0,112,10.2,19,1.7,9.6,0,,0,0.0,0,151.7,17.0,2024,245
Mike Gesicki,CIN,12,10,86,0,5.0,55,5.5,31,3.1,5.6,0,,2,16.7,0,96.5,17.0,2024,245
Ja'Marr Chase,CIN,15,9,102,0,4.0,63,7.0,39,4.3,7.2,0,,2,13.3,0,80.4,17.0,2024,245
Chase Brown,CIN,4,4,24,0,2.0,1,0.3,23,5.8,0.3,0,,0,0.0,0,91.7,17.0,2024,245
Andrei Iosivas,CIN,4,3,59,0,3.0,44,14.7,15,5.0,11.5,0,,0,0.0,0,116.7,17.0,2024,245
Drew Sample,CIN,1,1,3,0,1.0,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2,17.0,2024,245
Cam Grandy,CIN,1,1,7,0,,1,1.0,6,6.0,1.0,0,,0,0.0,0,95.8,17.0,2024,245
