Player,Pos,home_team,team,week,year,game_id
Baker Mayfield,QB,1,Buccaneers,17.0,2024,248
Rachaad White,RB,1,Buccaneers,17.0,2024,248
Bucky Irving,RB,1,Buccaneers,17.0,2024,248
Jalen McMillan,WR,1,Buccaneers,17.0,2024,248
Mike Evans,WR,1,Buccaneers,17.0,2024,248
Payne Durham,TE,1,Buccaneers,17.0,2024,248
Tristan Wirfs,T,1,Buccaneers,17.0,2024,248
Luke Goedeke,T,1,Buccaneers,17.0,2024,248
Cody Mauch,G,1,Buccaneers,17.0,2024,248
Ben Bredeson,G,1,Buccaneers,17.0,2024,248
Graham Barton,C,1,Buccaneers,17.0,2024,248
Logan Hall,DL,1,Buccaneers,17.0,2024,248
Calijah Kancey,DL,1,Buccaneers,17.0,2024,248
Vita Vea,NT,1,Buccaneers,17.0,2024,248
YaYa Diaby,OLB,1,Buccaneers,17.0,2024,248
Anthony Nelson,OLB,1,Buccaneers,17.0,2024,248
J.J. Russell,LB,1,Buccaneers,17.0,2024,248
Lavonte David,LB,1,Buccaneers,17.0,2024,248
Zyon McCollum,CB,1,Buccaneers,17.0,2024,248
Jamel Dean,CB,1,Buccaneers,17.0,2024,248
Kaevon Merriweather,S,1,Buccaneers,17.0,2024,248
Jordan Whitehead,S,1,Buccaneers,17.0,2024,248
