#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DAL 30,7,3:17,35,Interception,0,Cowboys,17.0,2024,250
2,1,11:43,DAL 30,12,6:05,70,Touchdown,0,Cowboys,17.0,2024,250
3,1,4:29,DAL 9,3,1:41,8,Punt,0,Cowboys,17.0,2024,250
4,1,0:56,DAL 20,6,3:07,21,Punt,0,Cowboys,17.0,2024,250
5,2,6:38,DAL 30,1,0:08,6,Fumble,0,Cowboys,17.0,2024,250
6,2,1:55,DAL 26,6,1:19,16,Interception,0,Cowboys,17.0,2024,250
7,3,8:03,DAL 30,3,1:29,0,Punt,0,Cowboys,17.0,2024,250
8,3,2:44,DAL 30,9,3:19,60,Fumble,0,Cowboys,17.0,2024,250
9,4,10:03,DAL 13,11,5:23,44,Missed FG,0,Cowboys,17.0,2024,250
10,4,2:24,DAL 20,3,1:23,3,Punt,0,Cowboys,17.0,2024,250
