Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Tyreek Hill,MIA,9,9,105,0,6.0,80,8.9,25,2.8,8.9,0,,0,0.0,0,115.3,17.0,2024,253
Malik Washington,MIA,5,4,41,0,3.0,26,6.5,15,3.8,7.2,0,,1,20.0,0,100.8,17.0,2024,253
Jonnu Smith,MIA,4,3,26,1,2.0,3,1.0,23,7.7,2.3,0,,0,0.0,0,131.2,17.0,2024,253
De'Von Achane,MIA,2,2,13,0,0.0,-4,-2.0,17,8.5,-2.0,0,,0,0.0,0,93.7,17.0,2024,253
Raheem Mostert,MIA,2,2,16,0,,5,2.5,11,5.5,2.5,0,,0,0.0,0,100.0,17.0,2024,253
River Cracraft,MIA,1,1,16,0,1.0,16,16.0,0,0.0,16.0,0,,0,0.0,0,118.7,17.0,2024,253
D'Wayne Eskridge,MIA,1,1,8,0,,-3,-3.0,11,11.0,-3.0,0,,0,0.0,0,100.0,17.0,2024,253
Jerry Jeudy,CLE,18,12,94,0,5.0,69,5.8,25,2.1,6.4,0,,4,22.2,1,56.2,17.0,2024,253
Jordan Akins,CLE,8,6,49,0,2.0,21,3.5,28,4.7,5.4,0,,0,0.0,0,90.1,17.0,2024,253
Pierre Strong,CLE,5,3,15,0,0.0,3,1.0,12,4.0,2.6,0,,0,0.0,0,64.6,17.0,2024,253
Elijah Moore,CLE,5,1,1,0,,1,1.0,0,0.0,9.6,0,,0,0.0,0,39.6,17.0,2024,253
Blake Whiteheart,CLE,1,1,8,0,,3,3.0,5,5.0,3.0,0,,0,0.0,0,100.0,17.0,2024,253
Michael Woods II,CLE,3,1,3,0,,3,3.0,0,0.0,4.7,0,,1,33.3,0,42.4,17.0,2024,253
D'Onta Foreman,CLE,2,0,0,0,0.0,0,,0,,0.5,0,,2,100.0,0,39.6,17.0,2024,253
Jamari Thrash,CLE,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6,17.0,2024,253
