#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,LVR 27,17,9:11,60,Field Goal,0,Raiders,17.0,2024,252
2,1,3:16,LVR 6,3,2:31,9,Punt,0,Raiders,17.0,2024,252
3,2,14:52,LVR 26,8,4:33,53,Field Goal,0,Raiders,17.0,2024,252
4,2,4:21,LVR 5,9,3:24,95,Touchdown,0,Raiders,17.0,2024,252
5,3,12:53,LVR 15,10,4:56,49,Field Goal,0,Raiders,17.0,2024,252
6,3,6:59,LVR 24,3,1:04,5,Punt,0,Raiders,17.0,2024,252
7,3,4:51,LVR 39,12,5:37,54,Field Goal,0,Raiders,17.0,2024,252
8,4,11:22,NOR 40,6,3:02,40,Touchdown,0,Raiders,17.0,2024,252
9,4,7:30,LVR 33,5,2:20,19,Punt,0,Raiders,17.0,2024,252
10,4,3:22,NOR 49,3,0:19,6,Punt,0,Raiders,17.0,2024,252
11,4,0:53,NOR 41,2,0:53,-2,End of Game,0,Raiders,17.0,2024,252
