Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Aidan O'Connell,LVR,0,0,0,0,0,17.0,2024,252
Ameer Abdullah,LVR,4,3,32,0,13,17.0,2024,252
Alexander Mattison,LVR,3,1,6,0,6,17.0,2024,252
Chris Collier,LVR,0,0,0,0,0,17.0,2024,252
Tre Tucker,LVR,8,2,24,1,18,17.0,2024,252
Jakobi Meyers,LVR,9,5,61,1,29,17.0,2024,252
Terrace Marshall Jr.,LVR,2,1,28,0,28,17.0,2024,252
Michael Mayer,LVR,2,1,14,0,14,17.0,2024,252
Brock Bowers,LVR,7,7,77,0,17,17.0,2024,252
Spencer Rattler,NOR,0,0,0,0,0,17.0,2024,252
Cedrick Wilson Jr.,NOR,4,3,17,0,9,17.0,2024,252
Clyde Edwards-Helaire,NOR,4,2,10,0,8,17.0,2024,252
Jamaal Williams,NOR,1,1,12,0,12,17.0,2024,252
Kendre Miller,NOR,1,1,16,0,16,17.0,2024,252
Juwan Johnson,NOR,10,6,66,0,25,17.0,2024,252
Foster Moreau,NOR,5,3,47,1,30,17.0,2024,252
Dante Pettis,NOR,4,3,27,0,19,17.0,2024,252
Kevin Austin,NOR,2,1,23,0,23,17.0,2024,252
Adam Prentice,NOR,1,0,0,0,0,17.0,2024,252
Marquez Valdes-Scantling,NOR,2,0,0,0,0,17.0,2024,252
