Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA,week,year,game_id
1.0,8:49,1.0,10.0,PHI 35,0.0,7.0,Rico Dowdle right end for no gain (tackle by Josh Sweat),3.25,2.7,17.0,2024,250
1.0,8:07,2.0,10.0,PHI 35,0.0,7.0,Rico Dowdle up the middle for 1 yard (tackle by Oren Burks and Milton Williams),2.7,2.15,17.0,2024,250
1.0,7:28,3.0,9.0,PHI 34,0.0,7.0,"Cooper Rush pass complete deep right to Brandin Cooks for 22 yards (tackle by Darius Slay). Penalty on Darius Slay: Defensive Holding, 5 yards (declined)",2.15,4.78,17.0,2024,250
1.0,7:07,1.0,10.0,PHI 12,0.0,7.0,Rico Dowdle left guard for 7 yards (tackle by Cooper DeJean),4.78,5.41,17.0,2024,250
1.0,6:26,2.0,3.0,PHI 5,0.0,7.0,Ezekiel Elliott left guard for -4 yards (tackle by Jalyx Hunt),5.41,3.7,17.0,2024,250
1.0,5:46,3.0,7.0,PHI 9,0.0,7.0,"Cooper Rush pass incomplete short right intended for Brandin Cooks (defended by Nolan Smith). Penalty on Nolan Smith: Defensive Holding, 5 yards (accepted) (no play)",3.7,6.28,17.0,2024,250
1.0,5:42,1.0,4.0,PHI 4,6.0,7.0,"Cooper Rush pass complete short left to Jalen Tolbert for 4 yards, touchdown",6.28,7.0,17.0,2024,250
1.0,5:38,,,PHI 15,7.0,7.0,Brandon Aubrey kicks extra point good,0.0,0.0,17.0,2024,250
1.0,5:38,,,DAL 35,7.0,7.0,"Brandon Aubrey kicks off 62 yards, returned by Kenneth Gainwell for 36 yards (tackle by Israel Mukuamu and C.J. Goodwin)",0.0,1.53,17.0,2024,250
1.0,5:28,1.0,10.0,PHI 39,7.0,7.0,"Penalty on Landon Dickerson: False Start, 5 yards (accepted) (no play)",1.53,1.2,17.0,2024,250
1.0,5:28,1.0,15.0,PHI 34,7.0,7.0,Kenny Pickett pass incomplete short left intended for A.J. Brown,1.2,0.31,17.0,2024,250
1.0,5:25,2.0,15.0,PHI 34,7.0,7.0,Kenny Pickett pass incomplete short left,0.31,-0.36,17.0,2024,250
1.0,5:18,3.0,15.0,PHI 34,7.0,7.0,Kenny Pickett pass complete short left to Kenneth Gainwell for 5 yards (tackle by Eric Kendricks),-0.36,-0.78,17.0,2024,250
1.0,4:36,4.0,10.0,PHI 39,7.0,7.0,Braden Mann punts 52 yards out of bounds,-0.78,0.38,17.0,2024,250
1.0,4:29,1.0,10.0,DAL 9,7.0,7.0,Cooper Rush pass incomplete short left intended for KaVontae Turpin,-0.38,-0.78,17.0,2024,250
1.0,4:26,2.0,10.0,DAL 9,7.0,7.0,Rico Dowdle up the middle for 4 yards (tackle by Zack Baun and Jeremiah Trotter),-0.78,-0.95,17.0,2024,250
1.0,3:47,3.0,6.0,DAL 13,7.0,7.0,Rico Dowdle left guard for 4 yards (tackle by Josh Sweat),-0.95,-2.32,17.0,2024,250
1.0,3:04,4.0,2.0,DAL 17,7.0,7.0,"Bryan Anger punts 47 yards, returned by Cooper DeJean for 1 yard (tackle by Darius Harris and Nick Vigil)",-2.32,-1.4,17.0,2024,250
1.0,2:48,1.0,10.0,PHI 37,7.0,7.0,Saquon Barkley up the middle for 3 yards (tackle by Chauncey Golston),1.4,1.26,17.0,2024,250
1.0,2:17,2.0,7.0,PHI 40,7.0,7.0,Saquon Barkley right tackle for 4 yards (tackle by Chauncey Golston),1.26,1.09,17.0,2024,250
1.0,1:44,,,,,,Timeout #1 by Dallas Cowboys,,,17.0,2024,250
1.0,1:44,3.0,3.0,PHI 44,7.0,7.0,Saquon Barkley left tackle for 2 yards (tackle by Eric Kendricks and Malik Hooker),1.09,-0.32,17.0,2024,250
1.0,1:03,4.0,1.0,PHI 46,7.0,7.0,"Braden Mann punts 54 yards, touchback.",-0.32,-0.28,17.0,2024,250
1.0,0:56,1.0,10.0,DAL 20,7.0,7.0,Rico Dowdle right end for 8 yards (tackle by Reed Blankenship and Zack Baun),0.28,0.81,17.0,2024,250
1.0,0:23,2.0,2.0,DAL 28,7.0,7.0,Rico Dowdle right guard for 1 yard (tackle by Moro Ojomo and Jalyx Hunt),0.81,0.23,17.0,2024,250
2.0,15:00,3.0,1.0,DAL 29,7.0,7.0,Rico Dowdle up the middle for 3 yards (tackle by Jordan Davis and Moro Ojomo),0.23,1.07,17.0,2024,250
2.0,14:26,1.0,10.0,DAL 32,7.0,7.0,"Cooper Rush pass complete short left to Rico Dowdle for no gain (tackle by Quinyon Mitchell). Penalty on Jalen Tolbert: Offensive Holding, 10 yards (accepted) (no play)",1.07,0.41,17.0,2024,250
2.0,14:09,1.0,20.0,DAL 22,7.0,7.0,Cooper Rush pass complete short left to Jonathan Mingo for 12 yards (tackle by Quinyon Mitchell),0.41,0.8,17.0,2024,250
2.0,13:31,2.0,8.0,DAL 34,7.0,7.0,Cooper Rush pass complete short right to Brandin Cooks for 7 yards (tackle by Darius Slay and Cooper DeJean),0.8,1.03,17.0,2024,250
2.0,13:01,,,,,,Timeout #2 by Dallas Cowboys,,,17.0,2024,250
2.0,13:01,3.0,1.0,DAL 41,7.0,7.0,Cooper Rush pass incomplete deep left intended for Jonathan Mingo,1.03,-0.65,17.0,2024,250
2.0,12:56,4.0,1.0,DAL 41,7.0,7.0,"Bryan Anger punts 40 yards, fair catch by Cooper DeJean at PHI-19",-0.65,-0.15,17.0,2024,250
2.0,12:49,1.0,10.0,PHI 19,7.0,7.0,Kenny Pickett pass complete short left to DeVonta Smith for 5 yards (tackle by Andrew Booth),0.15,0.34,17.0,2024,250
2.0,12:15,2.0,5.0,PHI 24,7.0,7.0,"Kenny Pickett sacked by Marist Liufau for no gain. Kenny Pickett fumbles (forced by Marist Liufau), recovered by Saquon Barkley at PHI-15. Penalty on Andrew Booth: Illegal Contact, 5 yards (accepted) (no play)",0.34,0.87,17.0,2024,250
2.0,11:42,1.0,10.0,PHI 29,7.0,7.0,Kenny Pickett pass complete short middle to Saquon Barkley for 7 yards (tackle by Marist Liufau),0.87,1.27,17.0,2024,250
2.0,11:01,2.0,3.0,PHI 36,7.0,7.0,Saquon Barkley right guard for 1 yard (tackle by Linval Joseph),1.27,0.7,17.0,2024,250
2.0,10:38,3.0,2.0,PHI 37,7.0,7.0,Saquon Barkley right guard for 7 yards (tackle by DaRon Bland and Malik Hooker),0.7,1.86,17.0,2024,250
2.0,10:02,1.0,10.0,PHI 44,7.0,7.0,Saquon Barkley left end for -7 yards (tackle by Eric Kendricks),1.86,0.37,17.0,2024,250
2.0,9:15,2.0,17.0,PHI 37,7.0,7.0,Kenny Pickett pass complete short right to A.J. Brown for 9 yards (tackle by DaRon Bland),0.37,0.89,17.0,2024,250
2.0,8:46,3.0,8.0,PHI 46,7.0,7.0,Kenny Pickett pass complete deep right to Grant Calcaterra for 34 yards (tackle by Israel Mukuamu),0.89,4.24,17.0,2024,250
2.0,8:17,1.0,10.0,DAL 20,7.0,7.0,Saquon Barkley left guard for 3 yards (tackle by Malik Hooker and Eric Kendricks),4.24,4.12,17.0,2024,250
2.0,7:35,2.0,7.0,DAL 17,7.0,7.0,Kenny Pickett pass complete short right to Saquon Barkley for -5 yards (tackle by Malik Hooker),4.12,2.74,17.0,2024,250
2.0,6:44,3.0,12.0,DAL 22,7.0,13.0,"Kenny Pickett pass complete deep left to DeVonta Smith for 22 yards, touchdown",2.74,7.0,17.0,2024,250
2.0,6:38,,,DAL 15,7.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,17.0,2024,250
2.0,6:38,,,PHI 35,7.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,250
2.0,6:38,1.0,10.0,DAL 30,7.0,14.0,"Cooper Rush pass complete short middle to Jake Ferguson for 6 yards. Jake Ferguson fumbles (forced by Oren Burks), recovered by Jordan Davis at DAL-39",0.94,-2.98,17.0,2024,250
2.0,6:30,1.0,10.0,DAL 39,7.0,14.0,Saquon Barkley left end for 6 yards (tackle by Eric Kendricks),2.98,3.25,17.0,2024,250
2.0,5:53,2.0,4.0,DAL 33,7.0,14.0,Saquon Barkley right end for -1 yards (tackle by Marshawn Kneeland),3.25,2.41,17.0,2024,250
2.0,5:20,3.0,5.0,DAL 34,7.0,14.0,Saquon Barkley left guard for 4 yards (tackle by Eric Kendricks and Andrew Booth),2.41,1.52,17.0,2024,250
2.0,4:55,4.0,1.0,DAL 30,7.0,14.0,Kenny Pickett up the middle for 2 yards (tackle by Malik Hooker),1.52,3.71,17.0,2024,250
2.0,4:17,1.0,10.0,DAL 28,7.0,14.0,Kenny Pickett pass incomplete short left intended for Grant Calcaterra,3.71,3.17,17.0,2024,250
2.0,4:13,2.0,10.0,DAL 28,7.0,14.0,Kenny Pickett pass complete short left to A.J. Brown for 7 yards (tackle by DaRon Bland),3.17,3.4,17.0,2024,250
2.0,3:38,3.0,3.0,DAL 21,7.0,14.0,Saquon Barkley up the middle for 2 yards (tackle by Chauncey Golston),3.4,2.34,17.0,2024,250
2.0,3:15,4.0,1.0,DAL 19,7.0,14.0,"Kenny Pickett up the middle for no gain (tackle by Eric Kendricks). Penalty on Micah Parsons: Defensive Offside, 5 yards (accepted) (no play)",2.34,4.65,17.0,2024,250
2.0,2:48,1.0,10.0,DAL 14,7.0,14.0,Saquon Barkley left guard for 1 yard (tackle by Marist Liufau),4.65,4.16,17.0,2024,250
2.0,2:07,2.0,9.0,DAL 13,7.0,14.0,Kenny Pickett pass incomplete short left intended for E.J. Jenkins (defended by Andrew Booth),4.16,3.26,17.0,2024,250
2.0,2:03,,,,,,Timeout #1 by Philadelphia Eagles,,,17.0,2024,250
2.0,2:03,3.0,9.0,DAL 13,7.0,14.0,Kenny Pickett pass incomplete short left intended for DeVonta Smith (defended by Chauncey Golston),3.26,2.57,17.0,2024,250
2.0,1:58,4.0,9.0,DAL 13,7.0,17.0,Jake Elliott 31 yard field goal good,2.57,3.0,17.0,2024,250
2.0,1:55,,,PHI 35,7.0,17.0,"Jake Elliott kicks off 69 yards, returned by KaVontae Turpin for 30 yards (tackle by Tristin McCollum and Kenneth Gainwell)",0.0,0.67,17.0,2024,250
2.0,1:47,1.0,10.0,DAL 26,7.0,17.0,Cooper Rush pass incomplete short right intended for Jake Ferguson (defended by Jalen Carter),0.67,0.13,17.0,2024,250
2.0,1:42,2.0,10.0,DAL 26,7.0,17.0,Cooper Rush pass complete short right to Jake Ferguson for 5 yards (tackle by Zack Baun),0.13,0.1,17.0,2024,250
2.0,1:23,3.0,5.0,DAL 31,7.0,17.0,Cooper Rush pass complete short left to Brandin Cooks for 7 yards (tackle by Quinyon Mitchell),0.1,1.47,17.0,2024,250
2.0,1:01,1.0,10.0,DAL 38,7.0,17.0,Cooper Rush pass incomplete short right intended for Jalen Tolbert,1.47,0.92,17.0,2024,250
2.0,0:57,2.0,10.0,DAL 38,7.0,17.0,Cooper Rush pass complete short right to Rico Dowdle for 4 yards (tackle by Cooper DeJean),0.92,0.76,17.0,2024,250
2.0,0:50,3.0,6.0,DAL 42,7.0,17.0,Cooper Rush pass deep left intended for Brandin Cooks is intercepted by C.J. Gardner-Johnson at PHI-10 and returned for 25 yards (tackle by Rico Dowdle),0.76,-1.27,17.0,2024,250
2.0,0:36,1.0,10.0,PHI 35,7.0,17.0,Saquon Barkley right tackle for 15 yards (tackle by Jourdan Lewis),1.27,2.26,17.0,2024,250
2.0,0:29,,,,,,Timeout #2 by Philadelphia Eagles,,,17.0,2024,250
2.0,0:29,1.0,10.0,DAL 50,7.0,17.0,"Kenny Pickett pass complete deep left to DeVonta Smith for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Kenny Pickett pass complete deep left to DeVonta Smith for 49 yards (tackle by Andrew Booth)",2.26,6.97,17.0,2024,250
2.0,0:09,1.0,1.0,DAL 1,7.0,17.0,"Kenny Pickett up the middle for no gain (tackle by Malik Hooker) Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",6.97,5.91,17.0,2024,250
2.0,0:02,,,,,,Timeout #3 by Philadelphia Eagles,,,17.0,2024,250
2.0,0:02,2.0,1.0,DAL 1,7.0,23.0,"Kenny Pickett up the middle for 1 yard, touchdown",5.91,7.0,17.0,2024,250
2.0,0:00,,,DAL 15,7.0,23.0,"Penalty on DAL: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.0,0.0,17.0,2024,250
2.0,0:00,,,DAL 10,7.0,24.0,Jake Elliott kicks extra point good,0.0,0.0,17.0,2024,250
3.0,15:00,,,DAL 35,7.0,24.0,"Brandon Aubrey kicks off 56 yards, returned by Kenneth Gainwell for 24 yards (tackle by Nick Vigil)",0.0,1.14,17.0,2024,250
3.0,14:54,1.0,10.0,PHI 33,7.0,24.0,Saquon Barkley right end for 5 yards (tackle by DaRon Bland),1.14,1.27,17.0,2024,250
3.0,14:14,2.0,5.0,PHI 38,7.0,24.0,"Kenny Pickett pass incomplete short right intended for A.J. Brown (defended by DaRon Bland). Penalty on Osa Odighizuwa: Roughing the Passer, 14 yards (accepted) (no play)",1.27,2.39,17.0,2024,250
3.0,14:14,1.0,10.0,DAL 48,7.0,24.0,Saquon Barkley left end for 8 yards (tackle by DaRon Bland and Jourdan Lewis),2.39,2.86,17.0,2024,250
3.0,13:35,2.0,3.0,DAL 40,7.0,24.0,Saquon Barkley right guard for 4 yards (tackle by Malik Hooker),2.86,3.18,17.0,2024,250
3.0,12:55,1.0,10.0,DAL 36,7.0,24.0,Saquon Barkley right guard for 7 yards (tackle by Malik Hooker),3.18,3.58,17.0,2024,250
3.0,12:27,2.0,3.0,DAL 29,7.0,24.0,Saquon Barkley up the middle for 4 yards (tackle by Osa Odighizuwa),3.58,3.91,17.0,2024,250
3.0,11:49,1.0,10.0,DAL 25,7.0,24.0,Saquon Barkley left end for 2 yards (tackle by Eric Kendricks and Carlos Watkins),3.91,3.63,17.0,2024,250
3.0,11:07,2.0,8.0,DAL 23,7.0,24.0,Kenneth Gainwell left guard for 4 yards (tackle by Linval Joseph),3.63,3.49,17.0,2024,250
3.0,10:42,3.0,4.0,DAL 19,7.0,24.0,Kenny Pickett pass complete short left to DeVonta Smith for 10 yards (tackle by Andrew Booth),3.49,5.14,17.0,2024,250
3.0,10:16,1.0,9.0,DAL 9,7.0,24.0,Kenneth Gainwell right end for 2 yards (tackle by Jourdan Lewis and Mazi Smith),5.14,4.76,17.0,2024,250
3.0,9:33,2.0,7.0,DAL 7,7.0,24.0,Saquon Barkley up the middle for no gain (tackle by Eric Kendricks),4.76,3.81,17.0,2024,250
3.0,8:56,3.0,7.0,DAL 7,7.0,24.0,"Kenny Pickett pass complete short right to A.J. Brown for no gain, touchdown. Penalty on Landon Dickerson: Offensive Holding, 10 yards (accepted) (no play)",3.81,2.74,17.0,2024,250
3.0,8:47,3.0,17.0,DAL 17,7.0,24.0,Saquon Barkley left tackle for 9 yards (tackle by Andrew Booth and Jourdan Lewis),2.74,2.95,17.0,2024,250
3.0,8:07,4.0,8.0,DAL 8,7.0,27.0,Jake Elliott 26 yard field goal good,2.95,3.0,17.0,2024,250
3.0,8:03,,,PHI 35,7.0,27.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,250
3.0,8:03,1.0,10.0,DAL 30,7.0,27.0,Rico Dowdle left end for 3 yards (tackle by Zack Baun and Josh Sweat),0.94,0.8,17.0,2024,250
3.0,7:27,2.0,7.0,DAL 33,7.0,27.0,Rico Dowdle up the middle for -3 yards (tackle by Nolan Smith),0.8,-0.3,17.0,2024,250
3.0,6:49,3.0,10.0,DAL 30,7.0,27.0,Cooper Rush pass incomplete short left intended for KaVontae Turpin,-0.3,-1.37,17.0,2024,250
3.0,6:43,4.0,10.0,DAL 30,7.0,27.0,"Bryan Anger punts 49 yards, returned by Cooper DeJean for 14 yards (tackle by Hunter Luepke)",-1.37,-1.27,17.0,2024,250
3.0,6:34,1.0,10.0,PHI 35,7.0,27.0,Saquon Barkley left end for 9 yards (tackle by Donovan Wilson),1.27,1.94,17.0,2024,250
3.0,5:52,2.0,1.0,PHI 44,7.0,27.0,Saquon Barkley right end for 23 yards (tackle by Malik Hooker),1.94,3.38,17.0,2024,250
3.0,5:11,1.0,10.0,DAL 33,7.0,27.0,Saquon Barkley left end for -1 yards (tackle by Mazi Smith),3.38,2.7,17.0,2024,250
3.0,4:31,2.0,11.0,DAL 34,7.0,27.0,Tanner McKee pass complete short left to DeVonta Smith for 9 yards (tackle by Jourdan Lewis and Eric Kendricks),2.7,3.2,17.0,2024,250
3.0,4:08,3.0,2.0,DAL 25,7.0,27.0,Saquon Barkley up the middle for 3 yards (tackle by Mazi Smith),3.2,4.11,17.0,2024,250
3.0,3:27,1.0,10.0,DAL 22,7.0,27.0,Saquon Barkley left guard for 2 yards (tackle by Micah Parsons),4.11,3.83,17.0,2024,250
3.0,2:53,2.0,8.0,DAL 20,7.0,27.0,Tanner McKee pass incomplete deep left intended for A.J. Brown (defended by DaRon Bland),3.83,3.14,17.0,2024,250
3.0,2:48,3.0,8.0,DAL 20,7.0,27.0,"Penalty on Micah Parsons: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.14,3.93,17.0,2024,250
3.0,2:48,,,,,,Timeout #1 by Philadelphia Eagles,,,17.0,2024,250
3.0,2:48,3.0,3.0,DAL 15,7.0,27.0,"Penalty on Grant Calcaterra: False Start, 5 yards (accepted) (no play)",3.93,3.14,17.0,2024,250
3.0,2:48,3.0,8.0,DAL 20,7.0,33.0,"Tanner McKee pass complete deep left to A.J. Brown for 20 yards, touchdown",3.14,7.0,17.0,2024,250
3.0,2:44,,,DAL 15,7.0,34.0,Jake Elliott kicks extra point good,0.0,0.0,17.0,2024,250
3.0,2:44,,,PHI 35,7.0,34.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,250
3.0,2:44,1.0,10.0,DAL 30,7.0,34.0,Rico Dowdle up the middle for 16 yards (tackle by Quinyon Mitchell),0.94,1.99,17.0,2024,250
3.0,2:06,1.0,10.0,DAL 46,7.0,34.0,Rico Dowdle left end for 5 yards (tackle by Josh Sweat and Reed Blankenship),1.99,2.19,17.0,2024,250
3.0,1:21,2.0,4.0,PHI 49,7.0,34.0,Cooper Rush pass incomplete short left intended for Ryan Flournoy (defended by Zack Baun),2.19,1.49,17.0,2024,250
3.0,1:18,3.0,4.0,PHI 49,7.0,34.0,Rico Dowdle up the middle for 9 yards (tackle by Reed Blankenship),1.49,2.92,17.0,2024,250
3.0,0:42,1.0,10.0,PHI 40,7.0,34.0,Ezekiel Elliott left guard for 5 yards (tackle by Thomas Booker and Oren Burks),2.92,3.05,17.0,2024,250
3.0,0:04,2.0,5.0,PHI 35,7.0,34.0,Cooper Rush pass complete short left to Jalen Tolbert for 19 yards (tackle by C.J. Gardner-Johnson),3.05,4.51,17.0,2024,250
4.0,15:00,1.0,10.0,PHI 16,7.0,34.0,Rico Dowdle left guard for 5 yards (tackle by Jalyx Hunt),4.51,4.76,17.0,2024,250
4.0,14:42,2.0,5.0,PHI 11,7.0,34.0,Cooper Rush pass incomplete short left intended for KaVontae Turpin,4.76,3.94,17.0,2024,250
4.0,14:37,3.0,5.0,PHI 11,7.0,34.0,"Rico Dowdle right guard for 1 yard. Rico Dowdle fumbles (tackle by Zack Baun, recovered by Cooper DeJean at PHI-10",3.94,0.38,17.0,2024,250
4.0,14:25,1.0,10.0,PHI 10,7.0,34.0,"Penalty on Tyler Smith: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-0.38,0.61,17.0,2024,250
4.0,14:25,1.0,10.0,PHI 25,7.0,34.0,Saquon Barkley right guard for 6 yards (tackle by Juanyeh Thomas),0.61,0.87,17.0,2024,250
4.0,13:46,2.0,4.0,PHI 31,7.0,34.0,Saquon Barkley left end for 11 yards (tackle by Juanyeh Thomas and Andrew Booth),0.87,1.73,17.0,2024,250
4.0,13:00,1.0,10.0,PHI 42,7.0,34.0,Saquon Barkley up the middle for 3 yards (tackle by Chauncey Golston),1.73,1.59,17.0,2024,250
4.0,12:19,2.0,7.0,PHI 45,7.0,34.0,Saquon Barkley right guard for 9 yards (tackle by Osa Odighizuwa),1.59,2.52,17.0,2024,250
4.0,11:33,1.0,10.0,DAL 46,7.0,34.0,Saquon Barkley left tackle for 23 yards (tackle by DaRon Bland),2.52,4.04,17.0,2024,250
4.0,10:49,,,,,,Timeout #2 by Philadelphia Eagles,,,17.0,2024,250
4.0,10:49,1.0,10.0,DAL 23,7.0,34.0,Kenneth Gainwell up the middle for -2 yards (tackle by Micah Parsons),4.04,3.23,17.0,2024,250
4.0,10:09,2.0,12.0,DAL 25,7.0,40.0,"Tanner McKee pass complete short middle to DeVonta Smith for 25 yards, touchdown",3.23,7.0,17.0,2024,250
4.0,10:03,,,DAL 15,7.0,41.0,Jake Elliott kicks extra point good,0.0,0.0,17.0,2024,250
4.0,10:03,,,PHI 35,7.0,41.0,"Jake Elliott kicks off 60 yards, returned by KaVontae Turpin for 18 yards (tackle by Cooper DeJean). Penalty on Israel Mukuamu: Offensive Holding, 10 yards (accepted)",0.0,-0.32,17.0,2024,250
4.0,9:53,1.0,10.0,DAL 13,7.0,41.0,Cooper Rush pass complete short right to Jake Ferguson for 7 yards (tackle by Jalyx Hunt),-0.32,0.22,17.0,2024,250
4.0,9:13,2.0,3.0,DAL 20,7.0,41.0,Rico Dowdle left guard for 3 yards (tackle by Thomas Booker and Jalyx Hunt),0.22,0.48,17.0,2024,250
4.0,8:37,1.0,10.0,DAL 23,7.0,41.0,Rico Dowdle up the middle for 3 yards (tackle by Oren Burks),0.48,0.34,17.0,2024,250
4.0,8:01,2.0,7.0,DAL 26,7.0,41.0,Rico Dowdle up the middle for 17 yards (tackle by Sydney Brown),0.34,1.8,17.0,2024,250
4.0,7:25,1.0,10.0,DAL 43,7.0,41.0,Cooper Rush pass incomplete deep middle intended for Jake Ferguson,1.8,1.25,17.0,2024,250
4.0,7:21,2.0,10.0,DAL 43,7.0,41.0,Cooper Rush pass complete short left to Ryan Flournoy for 3 yards (tackle by Jeremiah Trotter),1.25,0.96,17.0,2024,250
4.0,6:42,3.0,7.0,DAL 46,7.0,41.0,Cooper Rush pass complete short left to KaVontae Turpin for 16 yards (tackle by Tristin McCollum),0.96,3.05,17.0,2024,250
4.0,6:04,1.0,10.0,PHI 38,7.0,41.0,Rico Dowdle up the middle for 2 yards (tackle by Thomas Booker),3.05,2.78,17.0,2024,250
4.0,5:29,2.0,8.0,PHI 36,7.0,41.0,Cooper Rush pass incomplete short right intended for Jonathan Mingo,2.78,2.08,17.0,2024,250
4.0,5:24,3.0,8.0,PHI 36,7.0,41.0,Cooper Rush sacked by and Jeremiah Trotter for -7 yards and Thomas Booker for -7 yards,2.08,0.4,17.0,2024,250
4.0,4:46,4.0,15.0,PHI 43,7.0,41.0,Brandon Aubrey 61 yard field goal no good,0.4,-2.32,17.0,2024,250
4.0,4:40,1.0,10.0,DAL 49,7.0,41.0,Tyrion Davis-Price up the middle for 1 yard (tackle by Carlos Watkins),2.32,1.92,17.0,2024,250
4.0,3:59,2.0,9.0,DAL 48,7.0,41.0,Tyrion Davis-Price right guard for 5 yards (tackle by Carl Lawson and Marist Liufau),1.92,1.88,17.0,2024,250
4.0,3:17,3.0,4.0,DAL 43,7.0,41.0,Tyrion Davis-Price right end for 1 yard (tackle by Marist Liufau),1.88,0.46,17.0,2024,250
4.0,2:33,4.0,3.0,DAL 42,7.0,41.0,"Braden Mann punts 42 yards, touchback.",0.46,-0.28,17.0,2024,250
4.0,2:24,1.0,10.0,DAL 20,7.0,41.0,"Penalty on Jalen Brooks: Disqualification / Offense, 15 yards (offset) Penalty on Troy Pride: Disqualification / Offense, 15 yards (offset) Penalty on Sydney Brown: Disqualification / Defense, 15 yards (offset)",0.28,0.28,17.0,2024,250
4.0,2:24,1.0,10.0,DAL 20,7.0,41.0,Trey Lance pass complete short right to Hunter Luepke for 1 yard (tackle by Avonte Maddox),0.28,-0.13,17.0,2024,250
4.0,2:00,2.0,9.0,DAL 21,7.0,41.0,Ezekiel Elliott right tackle for 1 yard (tackle by Oren Burks and Moro Ojomo),-0.13,-0.69,17.0,2024,250
4.0,1:18,3.0,8.0,DAL 22,7.0,41.0,Trey Lance scrambles right end for 1 yard (tackle by Thomas Booker),-0.69,-1.83,17.0,2024,250
4.0,1:09,4.0,7.0,DAL 23,7.0,41.0,"Bryan Anger punts 62 yards, fair catch by Cooper DeJean at PHI-15",-1.83,0.22,17.0,2024,250
4.0,1:01,1.0,10.0,PHI 15,7.0,41.0,Tanner McKee kneels for -1 yards,-0.22,-0.82,17.0,2024,250
4.0,0:35,2.0,11.0,PHI 14,7.0,41.0,Tanner McKee kneels for -1 yards,-0.82,-1.64,17.0,2024,250
