Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Dayo Odeyingbo,23.0,DE,17,4.0,282.0,77,Vanderbilt,9/24/1999,1,3.0,Indianapolis Colts,Indianapolis Colts,2.0,54.0,2021.0
Bobby Okereke,26.0,LLB,17,16.0,235.0,74,Stanford,7/29/1996,3,8.0,Indianapolis Colts,Indianapolis Colts,3.0,89.0,2019.0
Segun Olubi,23.0,LB,2,0.0,233.0,73,"Col. of Idaho,Saddleback College,Harding,San Diego St.",11/1/1999,0,0.0,Indianapolis Colts,,,,
Dezmon Patmon,24.0,WR,1,0.0,220.0,76,Washington St.,8/6/1998,2,0.0,Indianapolis Colts,Indianapolis Colts,6.0,212.0,2020.0
Kwity Paye,24.0,RDE,12,12.0,265.0,75,Michigan,11/19/1998,1,6.0,Indianapolis Colts,Indianapolis Colts,1.0,21.0,2021.0
Alec Pierce,22.0,WR,16,12.0,211.0,75,Cincinnati,5/2/2000,0,4.0,Indianapolis Colts,Indianapolis Colts,2.0,53.0,2022.0
Danny Pinter,26.0,G,17,3.0,301.0,76,Ball St.,6/19/1996,2,2.0,Indianapolis Colts,Indianapolis Colts,5.0,149.0,2020.0
Michael Pittman Jr.,25.0,WR,16,16.0,223.0,76,USC,10/5/1997,2,7.0,Indianapolis Colts,Indianapolis Colts,2.0,34.0,2020.0
D'Vonte Price,23.0,RB,1,0.0,215.0,74,Florida International,6/2/1999,0,0.0,Indianapolis Colts,,,,
Matt Pryor,28.0,RG/LT,16,9.0,332.0,79,TCU,12/16/1994,3,4.0,Indianapolis Colts,Philadelphia Eagles,6.0,206.0,2018.0
Bernhard Raimann,25.0,LT,16,11.0,303.0,78,Central Michigan,9/23/1997,0,5.0,Indianapolis Colts,Indianapolis Colts,3.0,77.0,2022.0
Luke Rhodes,30.0,LS,17,0.0,238.0,74,William & Mary,12/2/1992,6,1.0,Indianapolis Colts,,,,
Forrest Rhyne,23.0,LB,3,0.0,233.0,73,Villanova,5/29/1999,0,0.0,Indianapolis Colts,,,,
Isaiah Rodgers,24.0,DB,15,9.0,176.0,70,Massachusetts,1/7/1998,2,4.0,Indianapolis Colts,Indianapolis Colts,6.0,211.0,2020.0
Matt Ryan,37.0,QB,12,12.0,217.0,76,Boston Col.,5/17/1985,14,7.0,Indianapolis Colts,Atlanta Falcons,1.0,3.0,2008.0
Braden Smith,26.0,RT,16,16.0,312.0,78,Auburn,3/25/1996,4,6.0,Indianapolis Colts,Indianapolis Colts,2.0,37.0,2018.0
E.J. Speed,27.0,LB,17,5.0,227.0,76,Tarleton St.,6/1/1995,3,3.0,Indianapolis Colts,Indianapolis Colts,5.0,164.0,2019.0
Grover Stewart,29.0,NT,17,17.0,314.0,76,Albany State (GA),10/20/1993,5,8.0,Indianapolis Colts,Indianapolis Colts,4.0,144.0,2017.0
Mike Strachan,25.0,WR,13,0.0,225.0,77,Charleston (WV),8/13/1997,1,0.0,Indianapolis Colts,Indianapolis Colts,7.0,229.0,2021.0
Grant Stuard,24.0,LB,15,0.0,225.0,71,Houston,10/15/1998,1,1.0,Indianapolis Colts,Tampa Bay Buccaneers,7.0,259.0,2021.0
Jonathan Taylor,23.0,RB,11,11.0,226.0,70,Wisconsin,1/19/1999,2,5.0,Indianapolis Colts,Indianapolis Colts,2.0,41.0,2020.0
Rodney Thomas II,24.0,FS,17,10.0,196.0,73,Yale,6/26/1998,0,4.0,Indianapolis Colts,Indianapolis Colts,7.0,239.0,2022.0
Jordan Wilkins,28.0,RB,4,0.0,216.0,73,Mississippi,7/18/1994,4,0.0,Indianapolis Colts,Indianapolis Colts,5.0,169.0,2018.0
Chris Williams,24.0,DT,5,0.0,298.0,74,Wagner,6/16/1998,1,0.0,Indianapolis Colts,,,,
Jelani Woods,24.0,TE,15,2.0,253.0,79,"Oklahoma St.,Virginia",10/9/1998,0,2.0,Indianapolis Colts,Indianapolis Colts,3.0,73.0,2022.0
