Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Montravius Adams,27.0,NT,17,9.0,304.0,76,Auburn,7/24/1995,5,4.0,Pittsburgh Steelers,Green Bay Packers,3.0,93.0,2017.0
Marcus Allen,26.0,DB,15,0.0,215.0,74,Penn St.,8/7/1996,4,1.0,Pittsburgh Steelers,Pittsburgh Steelers,5.0,148.0,2018.0
Tyson Alualu,35.0,NT,17,2.0,304.0,75,California,5/12/1987,12,2.0,Pittsburgh Steelers,Jacksonville Jaguars,1.0,10.0,2010.0
Ryan Anderson,28.0,LB,5,0.0,255.0,74,Alabama,8/12/1994,5,0.0,Pittsburgh Steelers,Washington Redskins,2.0,49.0,2017.0
Chris Boswell,31.0,K,12,0.0,185.0,74,Rice,3/16/1991,7,1.0,Pittsburgh Steelers,,,,
Miles Boykin,26.0,WR,16,1.0,231.0,75,Notre Dame,10/12/1996,3,0.0,Pittsburgh Steelers,Baltimore Ravens,3.0,93.0,2019.0
Devin Bush Jr.,24.0,LILB,17,14.0,235.0,71,Michigan,7/18/1998,3,6.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,10.0,2019.0
Chase Claypool,24.0,WR,8,8.0,238.0,76,Notre Dame,7/7/1998,2,3.0,Pittsburgh Steelers,Pittsburgh Steelers,2.0,49.0,2020.0
Mason Cole,26.0,C,17,17.0,298.0,77,Michigan,3/28/1996,4,7.0,Pittsburgh Steelers,Arizona Cardinals,3.0,97.0,2018.0
James Daniels,25.0,RG,17,17.0,320.0,76,Iowa,9/13/1997,4,7.0,Pittsburgh Steelers,Chicago Bears,2.0,39.0,2018.0
Carlos Davis,26.0,CB,1,0.0,320.0,74,Nebraska,8/22/1996,2,0.0,Pittsburgh Steelers,Pittsburgh Steelers,7.0,232.0,2020.0
Jesse Davis,31.0,T,14,0.0,309.0,78,Idaho,9/15/1991,5,1.0,Pittsburgh Steelers,,,,
Kevin Dotson,26.0,LG,17,17.0,330.0,76,Louisiana,9/18/1996,2,7.0,Pittsburgh Steelers,Pittsburgh Steelers,4.0,135.0,2020.0
Terrell Edmunds,25.0,SS,15,15.0,217.0,73,Virginia Tech,1/20/1997,4,5.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,28.0,2018.0
Minkah Fitzpatrick,26.0,FS,15,15.0,207.0,73,Alabama,11/17/1996,4,11.0,Pittsburgh Steelers,Miami Dolphins,1.0,11.0,2018.0
Pat Freiermuth,24.0,TE,16,8.0,258.0,77,Penn St.,10/25/1998,1,6.0,Pittsburgh Steelers,Pittsburgh Steelers,2.0,55.0,2021.0
Zach Gentry,26.0,TE,17,13.0,265.0,80,Michigan,9/10/1996,3,1.0,Pittsburgh Steelers,Pittsburgh Steelers,5.0,141.0,2019.0
Najee Harris,24.0,RB,17,17.0,242.0,73,Alabama,3/9/1998,1,6.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,24.0,2021.0
