Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Tyler Larsen,31.0,C,9,8.0,335.0,76,Utah St.,7/8/1991,6,3.0,Washington Commanders,,,,
Charles Leno Jr.,31.0,LT,17,17.0,302.0,75,Boise St.,10/9/1991,8,7.0,Washington Commanders,Chicago Bears,7.0,246.0,2014.0
Cornelius Lucas,31.0,RT,16,12.0,327.0,80,Kansas St.,7/18/1991,8,5.0,Washington Commanders,,,,
Nick Martin,29.0,C,4,2.0,295.0,76,Notre Dame,4/29/1993,5,1.0,Washington Commanders,Houston Texans,2.0,50.0,2016.0
Wes Martin,26.0,G,6,0.0,315.0,75,Indiana,5/9/1996,3,0.0,Washington Commanders,Washington Redskins,4.0,131.0,2019.0
Phidarian Mathis,24.0,DT,1,0.0,312.0,76,Alabama,4/26/1998,0,0.0,Washington Commanders,Washington Commanders,2.0,47.0,2022.0
David Mayo,29.0,LB,13,3.0,240.0,74,Texas St.,8/18/1993,7,2.0,Washington Commanders,Carolina Panthers,5.0,169.0,2015.0
Bobby McCain,29.0,FS,17,16.0,196.0,69,Memphis,8/18/1993,7,5.0,Washington Commanders,Miami Dolphins,5.0,145.0,2015.0
Kyric McGowan,23.0,WR,2,0.0,198.0,71,"Northwestern,Georgia Tech",11/1/1999,0,0.0,Washington Commanders,,,,
J.D. McKissic,29.0,RB,8,0.0,195.0,70,Arkansas St.,8/15/1993,6,2.0,Washington Commanders,,,,
Terry McLaurin,27.0,WR,17,17.0,210.0,72,Ohio St.,9/15/1995,3,9.0,Washington Commanders,Washington Redskins,3.0,76.0,2019.0
Dax Milne,23.0,WR,15,1.0,190.0,73,BYU,6/23/1999,1,0.0,Washington Commanders,Washington Football Team,7.0,258.0,2021.0
Andrew Norwell,31.0,LG,16,16.0,325.0,78,Ohio St.,10/25/1991,8,6.0,Washington Commanders,,,,
Efe Obada,30.0,DE,17,1.0,265.0,78,,4/13/1992,4,2.0,Washington Commanders,,,,
Jaret Patterson,23.0,RB,3,0.0,195.0,68,Buffalo,12/23/1999,1,0.0,Washington Commanders,,,,
Chris Paul,24.0,G,1,1.0,324.0,76,Tulsa,11/19/1998,0,0.0,Washington Commanders,Washington Commanders,7.0,230.0,2022.0
Daron Payne,25.0,LDT,17,17.0,320.0,75,Alabama,5/27/1997,4,13.0,Washington Commanders,Washington Redskins,1.0,13.0,2018.0
Benning Potoa'e,26.0,DE,2,0.0,290.0,75,Washington,9/17/1996,2,0.0,Washington Commanders,,,,
Jeremy Reaves,26.0,S,17,3.0,200.0,71,South Alabama,8/29/1996,4,7.0,Washington Commanders,,,,
John Ridgeway,23.0,DT,15,4.0,321.0,77,"Illinois St.,Arkansas",5/7/1999,0,3.0,Washington Commanders,Dallas Cowboys,5.0,178.0,2022.0
Brian Robinson Jr.,23.0,RB,12,9.0,228.0,73,Alabama,3/22/1999,0,3.0,Washington Commanders,Washington Commanders,3.0,98.0,2022.0
Armani Rogers,25.0,TE,11,3.0,225.0,77,"UNLV,Ohio",12/4/1997,0,1.0,Washington Commanders,,,,
Chase Roullier,29.0,C,2,2.0,312.0,76,Wyoming,8/23/1993,5,1.0,Washington Commanders,Washington Redskins,6.0,199.0,2017.0
Curtis Samuel,26.0,WR,17,12.0,195.0,71,Ohio St.,8/11/1996,5,6.0,Washington Commanders,Carolina Panthers,2.0,40.0,2017.0
Wes Schweitzer,29.0,C,7,6.0,300.0,76,San Jose St.,9/11/1993,5,2.0,Washington Commanders,Atlanta Falcons,6.0,195.0,2016.0
Cam Sims,26.0,WR,17,3.0,214.0,77,Alabama,1/6/1996,4,1.0,Washington Commanders,,,,
Joey Slye,26.0,K,17,0.0,213.0,71,Virginia Tech,4/10/1996,3,2.0,Washington Commanders,,,,
James Smith-Williams,25.0,RDE,14,14.0,265.0,75,North Carolina St.,7/29/1997,2,7.0,Washington Commanders,Washington Football Team,7.0,229.0,2020.0
Benjamin St-Juste,25.0,RCB,12,12.0,200.0,75,"Michigan,Minnesota",9/8/1997,1,4.0,Washington Commanders,Washington Football Team,3.0,74.0,2021.0
Montez Sweat,26.0,LDE,17,17.0,270.0,78,"Michigan St.,Copiah-Lincoln CC,Mississippi St.",9/4/1996,3,9.0,Washington Commanders,Washington Redskins,1.0,26.0,2019.0
Logan Thomas,31.0,TE,14,13.0,250.0,78,Virginia Tech,7/1/1991,8,2.0,Washington Commanders,Arizona Cardinals,4.0,120.0,2014.0
Shaka Toney,24.0,DE,16,0.0,231.0,75,Penn St.,1/8/1998,1,1.0,Washington Commanders,Washington Football Team,7.0,246.0,2021.0
Casey Toohill,26.0,DE,16,0.0,250.0,77,Stanford,8/21/1996,2,2.0,Washington Commanders,Philadelphia Eagles,7.0,233.0,2020.0
Cole Turner,22.0,TE,10,2.0,240.0,78,Nevada,3/16/2000,0,0.0,Washington Commanders,Washington Commanders,5.0,149.0,2022.0
Trai Turner,29.0,RG,16,12.0,320.0,75,LSU,6/14/1993,8,5.0,Washington Commanders,Carolina Panthers,3.0,92.0,2014.0
Tress Way,32.0,P,17,0.0,220.0,73,Oklahoma,4/18/1990,8,3.0,Washington Commanders,,,,
Carson Wentz,30.0,QB,8,7.0,237.0,77,North Dakota St.,12/30/1992,6,4.0,Washington Commanders,Philadelphia Eagles,1.0,2.0,2016.0
Rachad Wildgoose,22.0,CB,15,3.0,197.0,71,Wisconsin,6/20/2000,1,2.0,Washington Commanders,Buffalo Bills,6.0,213.0,2021.0
Jonathan Williams,28.0,RB,13,2.0,217.0,72,Arkansas,2/2/1994,6,1.0,Washington Commanders,Buffalo Bills,5.0,156.0,2016.0
Daniel Wise,26.0,DE,11,1.0,279.0,75,Kansas,1/16/1996,1,1.0,Washington Commanders,,,,
Chase Young,23.0,DE,3,2.0,264.0,77,Ohio St.,4/14/1999,2,1.0,Washington Commanders,Washington Football Team,1.0,2.0,2020.0
