Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Oday Aboushi,31.0,G,15,4.0,308.0,77,Virginia,6/5/1991,8,3.0,Los Angeles Rams,New York Jets,5.0,141.0,2013.0
Cam Akers,23.0,RB,15,9.0,217.0,70,Florida St.,6/22/1999,2,6.0,Los Angeles Rams,Los Angeles Rams,2.0,52.0,2020.0
Brian Allen,27.0,C,7,7.0,303.0,74,Michigan St.,10/11/1995,4,3.0,Los Angeles Rams,Los Angeles Rams,4.0,111.0,2018.0
Tremayne Anchrum,24.0,G,2,1.0,314.0,74,Clemson,6/24/1998,2,0.0,Los Angeles Rams,Los Angeles Rams,7.0,250.0,2020.0
AJ Arcuri,25.0,T,8,1.0,308.0,79,Michigan St.,8/13/1997,0,1.0,Los Angeles Rams,Los Angeles Rams,7.0,261.0,2022.0
Tutu Atwell,23.0,WR,13,4.0,165.0,69,Louisville,10/7/1999,1,3.0,Los Angeles Rams,Los Angeles Rams,2.0,57.0,2021.0
Kendall Blanton,27.0,TE,4,0.0,260.0,78,Missouri,11/10/1995,3,0.0,Los Angeles Rams,,,,
Chandler Brewer,25.0,G,6,4.0,320.0,78,Middle Tenn. St.,6/12/1997,3,2.0,Los Angeles Rams,,,,
Bobby Brown,22.0,DT,9,1.0,332.0,76,Texas A&M,8/7/2000,1,1.0,Los Angeles Rams,Los Angeles Rams,4.0,117.0,2021.0
Earnest Brown IV,23.0,DE,5,3.0,270.0,77,Northwestern,1/8/1999,1,1.0,Los Angeles Rams,Los Angeles Rams,5.0,174.0,2021.0
Malcolm Brown,29.0,RB,11,0.0,225.0,71,Texas,5/15/1993,7,1.0,Los Angeles Rams,,,,
Terrell Burgess,24.0,S,7,1.0,202.0,71,Utah,11/12/1998,2,1.0,Los Angeles Rams,Los Angeles Rams,3.0,104.0,2020.0
Roger Carter,23.0,TE,1,0.0,250.0,74,Georgia St.,3/31/1999,0,0.0,Los Angeles Rams,,,,
T.J. Carter,23.0,CB,1,0.0,193.0,71,"Memphis,TCU",4/3/1999,0,0.0,Los Angeles Rams,,,,
T.J. Carter,24.0,DE,2,0.0,289.0,76,Kentucky,9/15/1998,1,0.0,Los Angeles Rams,,,,
Marquise Copeland,25.0,DL,15,9.0,287.0,74,Cincinnati,5/9/1997,2,4.0,Los Angeles Rams,,,,
Riley Dixon,29.0,P,17,0.0,221.0,76,Syracuse,8/24/1993,6,3.0,Los Angeles Rams,Denver Broncos,7.0,228.0,2016.0
Aaron Donald,31.0,DT,11,11.0,280.0,73,Pittsburgh,5/23/1991,8,8.0,Los Angeles Rams,St. Louis Rams,1.0,13.0,2014.0
Cobie Durant,24.0,DB,13,1.0,182.0,71,South Carolina St.,2/9/1998,0,2.0,Los Angeles Rams,Los Angeles Rams,4.0,142.0,2022.0
David Edwards,25.0,LG,4,4.0,308.0,78,Wisconsin,3/20/1997,3,2.0,Los Angeles Rams,Los Angeles Rams,5.0,169.0,2019.0
Bobby Evans,25.0,G,12,4.0,312.0,76,Oklahoma,3/24/1997,3,2.0,Los Angeles Rams,Los Angeles Rams,3.0,97.0,2019.0
Leonard Floyd,30.0,ROLB,17,17.0,240.0,75,Georgia,9/8/1992,6,8.0,Los Angeles Rams,Chicago Bears,1.0,9.0,2016.0
Jordan Fuller,24.0,DB,3,1.0,203.0,74,Ohio St.,3/4/1998,2,0.0,Los Angeles Rams,Los Angeles Rams,6.0,199.0,2020.0
Jake Funk,24.0,RB,5,0.0,205.0,70,Maryland,1/11/1998,1,0.0,Los Angeles Rams,Los Angeles Rams,7.0,233.0,2021.0
