Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Will Dissly,26.0,TE,15,15.0,265.0,76,Washington,7/8/1996,4,3.0,Seattle Seahawks,Seattle Seahawks,4.0,120.0,2018.0
Isaiah Dunn,23.0,DB,5,0.0,193.0,72,Oregon St.,1/31/1999,1,0.0,Seattle Seahawks,,,,
D'Wayne Eskridge,25.0,WR,10,0.0,190.0,69,Western Michigan,3/23/1997,1,1.0,Seattle Seahawks,Seattle Seahawks,2.0,56.0,2021.0
Noah Fant,25.0,TE,17,16.0,249.0,76,Iowa,11/20/1997,3,4.0,Seattle Seahawks,Denver Broncos,1.0,20.0,2019.0
Poona Ford,27.0,RDE,17,16.0,310.0,71,Texas,11/19/1995,4,7.0,Seattle Seahawks,,,,
Stone Forsythe,25.0,T,17,1.0,307.0,80,Florida,12/29/1997,1,2.0,Seattle Seahawks,Seattle Seahawks,6.0,208.0,2021.0
Kyle Fuller,28.0,C,17,0.0,320.0,77,Baylor,3/4/1994,5,1.0,Seattle Seahawks,Houston Texans,7.0,243.0,2017.0
Cullen Gillaspia,27.0,RB,6,0.0,235.0,74,Texas A&M,5/12/1995,3,0.0,Seattle Seahawks,Houston Texans,7.0,220.0,2019.0
Marquise Goodwin,32.0,WR,13,2.0,185.0,69,Texas,11/19/1990,9,4.0,Seattle Seahawks,Buffalo Bills,3.0,78.0,2013.0
Shelby Harris,31.0,LDE,15,15.0,288.0,74,Illinois St.,8/11/1991,8,6.0,Seattle Seahawks,Oakland Raiders,7.0,235.0,2014.0
Penny Hart,26.0,WR,9,0.0,180.0,68,Georgia St.,7/5/1996,2,0.0,Seattle Seahawks,,,,
Phil Haynes,27.0,G,15,3.0,322.0,76,Wake Forest,10/19/1995,3,2.0,Seattle Seahawks,Seattle Seahawks,4.0,124.0,2019.0
Travis Homer,24.0,RB,10,1.0,211.0,70,Miami (FL),8/7/1998,3,2.0,Seattle Seahawks,Seattle Seahawks,6.0,204.0,2019.0
Godwin Igwebuike,28.0,RB,5,0.0,213.0,72,Northwestern,9/10/1994,4,0.0,Seattle Seahawks,,,,
Bruce Irvin,35.0,ROLB,11,10.0,250.0,75,"Butler (KS),West Virginia",11/1/1987,10,4.0,Seattle Seahawks,Seattle Seahawks,1.0,15.0,2012.0
Gabe Jackson,31.0,RG,15,15.0,335.0,75,Mississippi St.,7/12/1991,8,7.0,Seattle Seahawks,Oakland Raiders,3.0,81.0,2014.0
Michael Jackson,25.0,LCB,17,17.0,210.0,73,Miami (FL),1/10/1997,3,6.0,Seattle Seahawks,Dallas Cowboys,5.0,158.0,2019.0
Quinton Jefferson,29.0,DT,17,3.0,290.0,76,Maryland,3/31/1993,6,2.0,Seattle Seahawks,Seattle Seahawks,5.0,147.0,2016.0
Alexander Johnson,31.0,LB,1,0.0,255.0,74,Tennessee,12/24/1991,4,0.0,Seattle Seahawks,,,,
Cade Johnson,24.0,WR,3,0.0,184.0,70,South Dakota St.,4/10/1998,1,0.0,Seattle Seahawks,,,,
Darryl Johnson,25.0,DE,4,1.0,250.0,78,North Carolina A&T,4/4/1997,3,1.0,Seattle Seahawks,Buffalo Bills,7.0,225.0,2019.0
Christian Jones,31.0,LB,3,0.0,245.0,75,Florida St.,2/18/1991,8,0.0,Seattle Seahawks,,,,
Josh Jones,28.0,S,12,3.0,220.0,74,North Carolina St.,9/20/1994,5,2.0,Seattle Seahawks,Green Bay Packers,2.0,61.0,2017.0
Sidney Jones,26.0,CB,3,0.0,181.0,72,Washington,5/21/1996,5,0.0,Seattle Seahawks,Philadelphia Eagles,2.0,43.0,2017.0
Tony Jones,25.0,RB,4,0.0,224.0,71,Notre Dame,11/24/1997,2,0.0,Seattle Seahawks,,,,
Vi Jones,24.0,LB,3,0.0,230.0,74,"USC,North Carolina St.",5/5/1998,0,0.0,Seattle Seahawks,,,,
Damien Lewis,25.0,LG,16,16.0,327.0,74,LSU,3/21/1997,2,7.0,Seattle Seahawks,Seattle Seahawks,3.0,69.0,2020.0
Tyler Lockett,30.0,WR,16,16.0,182.0,70,Kansas St.,9/28/1992,7,9.0,Seattle Seahawks,Seattle Seahawks,3.0,69.0,2015.0
Abraham Lucas,24.0,RT,16,16.0,322.0,78,Washington St.,10/25/1998,0,9.0,Seattle Seahawks,Seattle Seahawks,3.0,72.0,2022.0
Tyler Mabry,26.0,TE,2,0.0,247.0,75,"Buffalo,Maryland",11/21/1996,1,0.0,Seattle Seahawks,,,,
Boye Mafe,24.0,LB,17,3.0,261.0,76,Minnesota,11/30/1998,0,2.0,Seattle Seahawks,Seattle Seahawks,2.0,40.0,2022.0
D.K. Metcalf,25.0,WR,17,17.0,229.0,76,Mississippi,12/14/1997,3,10.0,Seattle Seahawks,Seattle Seahawks,2.0,64.0,2019.0
Bryan Mone,27.0,DT,13,3.0,345.0,75,Michigan,10/20/1995,3,2.0,Seattle Seahawks,,,,
Tanner Muse,26.0,LB,17,1.0,227.0,74,Clemson,9/6/1996,1,1.0,Seattle Seahawks,Las Vegas Raiders,3.0,100.0,2020.0
Jason Myers,31.0,K,17,0.0,190.0,70,Marist,5/12/1991,7,4.0,Seattle Seahawks,,,,
Ryan Neal,27.0,SS,14,10.0,200.0,75,Southern Illinois,12/24/1995,4,3.0,Seattle Seahawks,,,,
Uchenna Nwosu,26.0,LOLB,17,17.0,265.0,74,USC,12/28/1996,4,8.0,Seattle Seahawks,Los Angeles Chargers,2.0,48.0,2018.0
Josh Onujiogu,24.0,LB,1,0.0,252.0,74,Framingham St.,3/3/1998,0,0.0,Seattle Seahawks,,,,
Colby Parkinson,23.0,TE,17,2.0,265.0,79,Stanford,1/8/1999,2,3.0,Seattle Seahawks,Seattle Seahawks,4.0,133.0,2020.0
Rashaad Penny,26.0,RB,5,5.0,220.0,71,San Diego St.,2/2/1996,4,2.0,Seattle Seahawks,Seattle Seahawks,1.0,27.0,2018.0
Jon Rhattigan,23.0,LB,5,0.0,236.0,72,Army,2/2/1999,1,0.0,Seattle Seahawks,,,,
Geno Smith,32.0,QB,17,17.0,221.0,75,West Virginia,10/10/1990,9,15.0,Seattle Seahawks,New York Jets,2.0,39.0,2013.0
Teez Tabor,27.0,S,10,1.0,201.0,72,Florida,12/31/1995,5,1.0,Seattle Seahawks,Detroit Lions,2.0,53.0,2017.0
Darrell Taylor,25.0,LB,16,3.0,255.0,76,Tennessee,3/24/1997,1,3.0,Seattle Seahawks,Seattle Seahawks,2.0,48.0,2020.0
Carson Tinker,33.0,LS,17,0.0,233.0,72,Alabama,11/15/1989,9,1.0,Seattle Seahawks,,,,
Laquon Treadwell,27.0,WR,6,0.0,215.0,74,Mississippi,6/14/1995,6,0.0,Seattle Seahawks,Minnesota Vikings,1.0,23.0,2016.0
Kenneth Walker III,22.0,RB,15,11.0,211.0,69,"Wake Forest,Michigan St.",10/20/2000,0,8.0,Seattle Seahawks,Seattle Seahawks,2.0,41.0,2022.0
Al Woods,35.0,NT,14,14.0,309.0,76,LSU,3/25/1987,12,6.0,Seattle Seahawks,New Orleans Saints,4.0,123.0,2010.0
Riq Woolen,23.0,CB,17,17.0,210.0,76,Texas-San Antonio,5/2/1999,0,10.0,Seattle Seahawks,Seattle Seahawks,5.0,153.0,2022.0
Dareke Young,23.0,WR,13,0.0,224.0,74,Lenoir-Rhyne,6/4/1999,0,0.0,Seattle Seahawks,Seattle Seahawks,7.0,233.0,2022.0
