Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Zach Allen,25.0,DT,13,13.0,285.0,77,Boston Col.,8/20/1997,3,5.0,Arizona Cardinals,Arizona Cardinals,3.0,65.0,2019.0
Matt Ammendola,26.0,K,2,0.0,195.0,69,Oklahoma St.,12/11/1996,1,0.0,Arizona Cardinals,,,,
Stephen Anderson,29.0,TE,16,0.0,230.0,75,California,1/30/1993,6,0.0,Arizona Cardinals,,,,
Andre Baccellia,25.0,WR,8,0.0,180.0,70,Washington,1/7/1997,1,0.0,Arizona Cardinals,,,,
Budda Baker,26.0,FS,15,15.0,195.0,70,Washington,1/10/1996,5,7.0,Arizona Cardinals,Arizona Cardinals,2.0,36.0,2017.0
Chris Banjo,32.0,DB,13,1.0,207.0,70,SMU,2/26/1990,9,1.0,Arizona Cardinals,,,,
Eric Banks,24.0,DE,1,0.0,274.0,77,Texas-San Antonio,1/30/1998,1,0.0,Arizona Cardinals,,,,
Kelvin Beachum,33.0,RT,17,17.0,308.0,75,SMU,6/8/1989,10,7.0,Arizona Cardinals,Pittsburgh Steelers,7.0,248.0,2012.0
Eno Benjamin,23.0,RB,10,3.0,207.0,69,Arizona St.,4/13/1999,1,3.0,Arizona Cardinals,Arizona Cardinals,7.0,222.0,2020.0
Rodrigo Blankenship,25.0,K,2,0.0,184.0,73,Georgia,1/29/1997,2,0.0,Arizona Cardinals,,,,
David Blough,27.0,QB,2,2.0,207.0,73,Purdue,7/31/1995,3,1.0,Arizona Cardinals,,,,
Hunter Bradley,28.0,LS,2,0.0,241.0,75,Mississippi St.,5/21/1994,4,0.0,Arizona Cardinals,Green Bay Packers,7.0,239.0,2018.0
Aaron Brewer,32.0,LS,15,0.0,232.0,77,San Diego St.,7/5/1990,10,1.0,Arizona Cardinals,,,,
Marquise Brown,25.0,WR,12,10.0,180.0,69,"College of the Canyons (CA),Oklahoma",6/4/1997,3,6.0,Arizona Cardinals,Baltimore Ravens,1.0,25.0,2019.0
Robbie Chosen,29.0,WR,10,2.0,185.0,75,Temple,5/9/1993,6,1.0,Arizona Cardinals,,,,
Corey Clement,28.0,RB,9,1.0,220.0,70,Wisconsin,11/2/1994,5,1.0,Arizona Cardinals,,,,
Zaven Collins,23.0,RILB,16,16.0,270.0,76,Tulsa,5/19/1999,1,6.0,Arizona Cardinals,Arizona Cardinals,1.0,16.0,2021.0
James Conner,27.0,RB,13,13.0,233.0,73,Pittsburgh,5/5/1995,5,7.0,Arizona Cardinals,Pittsburgh Steelers,3.0,105.0,2017.0
Pharoh Cooper,27.0,WR,5,1.0,208.0,71,South Carolina,3/7/1995,6,0.0,Arizona Cardinals,Los Angeles Rams,4.0,117.0,2016.0
Rashaad Coward,28.0,G,4,3.0,319.0,77,Old Dominion,11/6/1994,5,1.0,Arizona Cardinals,,,,
