Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Ameer Abdullah,29.0,RB,17,0.0,203.0,69,Nebraska,6/13/1993,7,2.0,Las Vegas Raiders,Detroit Lions,2.0,54.0,2015.0
Johnathan Abram,26.0,SS,8,6.0,205.0,71,Mississippi St.,10/25/1996,3,2.0,Las Vegas Raiders,Oakland Raiders,1.0,27.0,2019.0
Davante Adams,30.0,WR,17,17.0,215.0,73,Fresno St.,12/24/1992,8,14.0,Las Vegas Raiders,Green Bay Packers,2.0,53.0,2014.0
Anthony Averett,28.0,FS,7,6.0,178.0,71,Alabama,11/30/1994,4,2.0,Las Vegas Raiders,Baltimore Ravens,4.0,118.0,2018.0
Alex Bars,27.0,RG,15,14.0,334.0,77,Notre Dame,9/8/1995,3,6.0,Las Vegas Raiders,,,,
Jackson Barton,27.0,T,6,0.0,302.0,79,Utah,8/8/1995,1,0.0,Las Vegas Raiders,Indianapolis Colts,7.0,240.0,2019.0
Andrew Billings,27.0,LDT,14,14.0,340.0,73,Baylor,3/6/1995,5,5.0,Las Vegas Raiders,Cincinnati Bengals,4.0,122.0,2016.0
Brandon Bolden,32.0,RB,16,0.0,220.0,71,Mississippi,1/26/1990,10,1.0,Las Vegas Raiders,,,,
Curtis Bolton,27.0,LB,10,0.0,228.0,72,Oklahoma,12/18/1995,1,1.0,Las Vegas Raiders,,,,
Tashawn Bower,27.0,DE,6,0.0,250.0,77,LSU,2/18/1995,5,0.0,Las Vegas Raiders,,,,
Brittain Brown,25.0,RB,6,0.0,208.0,73,"Duke,UCLA",10/10/1997,0,0.0,Las Vegas Raiders,Las Vegas Raiders,7.0,250.0,2022.0
Jayon Brown,27.0,LB,8,6.0,226.0,72,UCLA,2/26/1995,5,3.0,Las Vegas Raiders,Tennessee Titans,5.0,155.0,2017.0
Darien Butler,22.0,LB,15,0.0,225.0,72,Arizona St.,2/29/2000,0,1.0,Las Vegas Raiders,,,,
Matthew Butler,23.0,DT,6,0.0,305.0,75,Tennessee,6/10/1999,0,0.0,Las Vegas Raiders,Las Vegas Raiders,5.0,175.0,2022.0
Austin Calitro,28.0,LB,1,0.0,240.0,72,Villanova,1/10/1994,4,0.0,Las Vegas Raiders,,,,
Daniel Carlson,27.0,K,17,0.0,215.0,77,Auburn,1/23/1995,4,5.0,Las Vegas Raiders,Minnesota Vikings,5.0,167.0,2018.0
Derek Carr,31.0,QB,15,15.0,215.0,75,Fresno St.,3/28/1991,8,12.0,Las Vegas Raiders,Oakland Raiders,2.0,36.0,2014.0
AJ Cole III,27.0,P,17,0.0,220.0,76,North Carolina St.,11/27/1995,3,3.0,Las Vegas Raiders,,,,
Keelan Cole,29.0,WR,14,3.0,194.0,73,Kentucky Wesleyan,4/20/1993,5,1.0,Las Vegas Raiders,,,,
Lester Cotton,26.0,G,10,1.0,330.0,76,Alabama,2/20/1996,3,1.0,Las Vegas Raiders,,,,
Maxx Crosby,25.0,RDE,17,17.0,255.0,77,Eastern Michigan,8/22/1997,3,10.0,Las Vegas Raiders,Oakland Raiders,4.0,106.0,2019.0
Divine Deablo,24.0,LLB,8,8.0,223.0,75,Virginia Tech,8/17/1998,1,3.0,Las Vegas Raiders,Las Vegas Raiders,3.0,80.0,2021.0
Jermaine Eluemunor,28.0,RT,17,17.0,338.0,76,"Lackawanna,Texas A&M",12/13/1994,5,7.0,Las Vegas Raiders,Baltimore Ravens,5.0,159.0,2017.0
Matthias Farley,30.0,S,17,0.0,209.0,71,Notre Dame,7/15/1992,6,1.0,Las Vegas Raiders,,,,
Neil Farrell,24.0,DT,9,0.0,325.0,76,LSU,9/9/1998,0,1.0,Las Vegas Raiders,Las Vegas Raiders,4.0,126.0,2022.0
Clelin Ferrell,25.0,DE,16,4.0,265.0,76,Clemson,5/17/1997,3,2.0,Las Vegas Raiders,Oakland Raiders,1.0,4.0,2019.0
Hroniss Grasu,31.0,C,4,1.0,301.0,75,Oregon,8/12/1991,7,1.0,Las Vegas Raiders,Chicago Bears,3.0,71.0,2015.0
Javelin Guidry,24.0,CB,4,0.0,191.0,69,Utah,8/6/1998,2,0.0,Las Vegas Raiders,,,,
Sebastian Gutierrez,24.0,T,1,0.0,308.0,77,Minot St.,7/6/1998,0,0.0,Las Vegas Raiders,,,,
Tyler Hall,24.0,CB,7,3.0,190.0,70,Wyoming,10/31/1998,2,1.0,Las Vegas Raiders,,,,
Johnathan Hankins,30.0,DT,5,1.0,335.0,75,Ohio St.,3/30/1992,9,1.0,Las Vegas Raiders,New York Giants,2.0,49.0,2013.0
Duron Harmon,31.0,SS,17,16.0,205.0,72,Rutgers,1/24/1991,9,5.0,Las Vegas Raiders,New England Patriots,3.0,91.0,2013.0
Justin Herron,27.0,T,1,0.0,305.0,77,Wake Forest,11/27/1995,2,0.0,Las Vegas Raiders,New England Patriots,6.0,195.0,2020.0
Nate Hobbs,23.0,RCB,11,11.0,195.0,72,Illinois,6/24/1999,1,3.0,Las Vegas Raiders,Las Vegas Raiders,5.0,167.0,2021.0
Mack Hollins,29.0,WR,17,16.0,221.0,76,North Carolina,9/16/1993,5,7.0,Las Vegas Raiders,Philadelphia Eagles,4.0,118.0,2017.0
Jacob Hollister,29.0,TE,3,0.0,239.0,76,Wyoming,11/18/1993,5,0.0,Las Vegas Raiders,,,,
Jesper Horsted,25.0,WR,15,0.0,237.0,75,Princeton,2/27/1997,3,0.0,Las Vegas Raiders,,,,
Josh Jacobs,24.0,RB,17,17.0,223.0,70,Alabama,2/11/1998,3,15.0,Las Vegas Raiders,Oakland Raiders,1.0,24.0,2019.0
Andre James,25.0,C,15,15.0,300.0,76,UCLA,5/2/1997,3,7.0,Las Vegas Raiders,,,,
Jakob Johnson,28.0,FB,17,9.0,255.0,75,Tennessee,12/15/1994,3,0.0,Las Vegas Raiders,,,,
Tyron Johnson,26.0,WR,2,0.0,193.0,73,"LSU,Oklahoma St.",1/8/1996,2,0.0,Las Vegas Raiders,,,,
Chandler Jones,32.0,LDE,15,15.0,265.0,77,Syracuse,2/27/1990,10,7.0,Las Vegas Raiders,New England Patriots,1.0,21.0,2012.0
Sidney Jones,26.0,CB,7,2.0,181.0,72,Washington,5/21/1996,5,1.0,Las Vegas Raiders,Philadelphia Eagles,2.0,43.0,2017.0
Malcolm Koonce,24.0,LB,17,0.0,243.0,75,Buffalo,6/6/1998,1,1.0,Las Vegas Raiders,Las Vegas Raiders,3.0,79.0,2021.0
Harvey Langi,30.0,LB,2,2.0,250.0,74,BYU,9/24/1992,5,1.0,Las Vegas Raiders,,,,
Blake Martinez,28.0,LB,4,2.0,237.0,74,Stanford,1/9/1994,6,1.0,Las Vegas Raiders,Green Bay Packers,4.0,131.0,2016.0
Luke Masterson,24.0,RLB,17,7.0,220.0,73,Wake Forest,1/7/1998,0,3.0,Las Vegas Raiders,,,,
Jordan Meredith,24.0,G,1,0.0,301.0,74,Western Kentucky,1/4/1998,1,0.0,Las Vegas Raiders,,,,
Kolton Miller,27.0,LT,16,16.0,326.0,80,UCLA,9/2/1995,4,8.0,Las Vegas Raiders,Oakland Raiders,1.0,15.0,2018.0
Tre'von Moehrig,23.0,FS,15,13.0,202.0,74,TCU,6/16/1999,1,4.0,Las Vegas Raiders,Las Vegas Raiders,2.0,43.0,2021.0
Foster Moreau,25.0,TE,15,14.0,250.0,76,LSU,5/6/1997,3,4.0,Las Vegas Raiders,Oakland Raiders,4.0,137.0,2019.0
Thayer Munford,23.0,T,17,4.0,354.0,77,Ohio St.,9/18/1999,0,3.0,Las Vegas Raiders,Las Vegas Raiders,7.0,238.0,2022.0
Bilal Nichols,26.0,RDT,17,17.0,300.0,75,Delaware,9/14/1996,4,7.0,Las Vegas Raiders,Chicago Bears,5.0,145.0,2018.0
Dylan Parham,23.0,LG,17,17.0,332.0,74,Memphis,8/24/1999,0,7.0,Las Vegas Raiders,Las Vegas Raiders,3.0,90.0,2022.0
Kyle Peko,29.0,DT,8,0.0,305.0,73,Oregon St.,7/23/1993,6,1.0,Las Vegas Raiders,,,,
Denzel Perryman,30.0,MLB,12,11.0,240.0,71,Miami (FL),12/5/1992,7,5.0,Las Vegas Raiders,San Diego Chargers,2.0,48.0,2015.0
Isaiah Pola-Mao,23.0,S,11,0.0,204.0,75,USC,6/30/1999,0,1.0,Las Vegas Raiders,,,,
Hunter Renfrow,27.0,WR,10,1.0,185.0,70,Clemson,12/21/1995,3,3.0,Las Vegas Raiders,Oakland Raiders,5.0,149.0,2019.0
Amik Robertson,24.0,DB,17,7.0,183.0,69,Louisiana Tech,7/6/1998,2,3.0,Las Vegas Raiders,Las Vegas Raiders,4.0,139.0,2020.0
Nickell Robey-Coleman,30.0,CB,2,0.0,180.0,68,USC,1/17/1992,9,0.0,Las Vegas Raiders,,,,
Isaac Rochell,27.0,DE,1,0.0,280.0,76,Notre Dame,4/22/1995,5,0.0,Las Vegas Raiders,Los Angeles Chargers,7.0,225.0,2017.0
