Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Henry Anderson,31.0,DE,11,0.0,300.0,78,Stanford,8/3/1991,7,1.0,Carolina Panthers,Indianapolis Colts,3.0,93.0,2015.0
Amare Barno,23.0,DE,9,0.0,245.0,78,"Butler (KS),Virginia Tech",4/26/1999,0,1.0,Carolina Panthers,Carolina Panthers,6.0,189.0,2022.0
Raheem Blackshear,23.0,RB,13,1.0,190.0,69,"Rutgers,Virginia Tech",6/5/1999,0,1.0,Carolina Panthers,,,,
Marquise Blair,25.0,DB,3,0.0,196.0,73,Utah,7/18/1997,3,0.0,Carolina Panthers,Seattle Seahawks,2.0,47.0,2019.0
Bradley Bozeman,28.0,C,17,11.0,325.0,77,Alabama,11/24/1994,4,4.0,Carolina Panthers,Baltimore Ravens,6.0,215.0,2018.0
Derrick Brown,24.0,LDT,17,17.0,320.0,77,Auburn,4/15/1998,2,8.0,Carolina Panthers,Carolina Panthers,1.0,7.0,2020.0
Spencer Brown,24.0,RB,2,0.0,220.0,72,Ala-Birmingham,11/13/1998,1,0.0,Carolina Panthers,,,,
Brian Burns,24.0,LDE,16,16.0,250.0,77,Florida St.,4/23/1998,3,11.0,Carolina Panthers,Carolina Panthers,1.0,16.0,2019.0
Juston Burris,29.0,S,5,3.0,210.0,72,North Carolina St.,8/4/1993,6,1.0,Carolina Panthers,New York Jets,4.0,118.0,2016.0
T.J. Carrie,32.0,CB,7,0.0,204.0,72,Ohio,7/28/1990,8,1.0,Carolina Panthers,Oakland Raiders,7.0,219.0,2014.0
Sean Chandler,26.0,S,17,0.0,200.0,70,Temple,4/27/1996,4,1.0,Carolina Panthers,,,,
Jeremy Chinn,24.0,SS/FS,11,11.0,220.0,75,Southern Illinois,2/26/1998,2,4.0,Carolina Panthers,Carolina Panthers,2.0,64.0,2020.0
Robbie Chosen,29.0,WR,6,5.0,185.0,75,Temple,5/9/1993,6,2.0,Carolina Panthers,,,,
Brady Christensen,26.0,LG,17,17.0,300.0,78,BYU,9/27/1996,1,7.0,Carolina Panthers,Carolina Panthers,3.0,70.0,2021.0
Austin Corbett,27.0,RG,17,17.0,305.0,76,Nevada,9/5/1995,4,6.0,Carolina Panthers,Cleveland Browns,2.0,33.0,2018.0
Sam Darnold,25.0,QB,6,6.0,225.0,75,USC,6/5/1997,4,4.0,Carolina Panthers,New York Jets,1.0,3.0,2018.0
Jacob Eason,25.0,QB,1,0.0,231.0,78,"Georgia,Washington",11/17/1997,1,0.0,Carolina Panthers,Indianapolis Colts,4.0,122.0,2020.0
Ikem Ekwonu,22.0,LT,17,17.0,320.0,76,North Carolina St.,10/31/2000,0,7.0,Carolina Panthers,Carolina Panthers,1.0,6.0,2022.0
Pat Elflein,28.0,C,6,6.0,303.0,74,Ohio St.,7/6/1994,5,2.0,Carolina Panthers,Minnesota Vikings,3.0,70.0,2017.0
Cameron Erving,30.0,T,11,0.0,313.0,77,Florida St.,8/23/1992,7,1.0,Carolina Panthers,Cleveland Browns,1.0,19.0,2015.0
D'Onta Foreman,26.0,RB,17,9.0,235.0,72,Texas,4/24/1996,5,6.0,Carolina Panthers,Houston Texans,3.0,89.0,2017.0
Sam Franklin,26.0,S,17,1.0,210.0,75,Temple,2/2/1996,2,1.0,Carolina Panthers,,,,
Yetur Gross-Matos,24.0,RDE,17,17.0,265.0,77,Penn St.,2/26/1998,2,9.0,Carolina Panthers,Carolina Panthers,2.0,38.0,2020.0
Myles Hartsfield,25.0,SS,15,10.0,210.0,71,Mississippi,8/5/1997,2,4.0,Carolina Panthers,,,,
Tae Hayes,25.0,DB,5,0.0,188.0,69,Appalachian St.,8/19/1997,3,0.0,Carolina Panthers,,,,
Marquis Haynes,29.0,LB,17,1.0,235.0,74,Mississippi,12/16/1993,4,3.0,Carolina Panthers,Carolina Panthers,4.0,136.0,2018.0
Johnny Hekker,32.0,P,17,0.0,225.0,77,Oregon St.,2/8/1990,10,4.0,Carolina Panthers,,,,
C.J. Henderson,24.0,LCB,17,10.0,205.0,73,Florida,9/30/1998,2,5.0,Carolina Panthers,Jacksonville Jaguars,1.0,9.0,2020.0
Rashard Higgins,28.0,WR,3,0.0,198.0,73,Colorado St.,10/7/1994,6,0.0,Carolina Panthers,Cleveland Browns,5.0,172.0,2016.0
Jaycee Horn,23.0,RCB,13,13.0,200.0,73,South Carolina,11/26/1999,1,5.0,Carolina Panthers,Carolina Panthers,1.0,8.0,2021.0
Phil Hoskins,25.0,DT,5,0.0,315.0,77,"Highland (KS),Kentucky",1/2/1997,1,0.0,Carolina Panthers,Carolina Panthers,7.0,232.0,2021.0
Chuba Hubbard,23.0,RB,15,2.0,210.0,73,Oklahoma St.,6/11/1999,1,4.0,Carolina Panthers,Carolina Panthers,4.0,126.0,2021.0
Matthew Ioannidis,28.0,RDT,13,13.0,310.0,75,Temple,1/11/1994,6,6.0,Carolina Panthers,Washington Redskins,5.0,152.0,2016.0
Joel Iyiegbuniwe,27.0,LB,7,0.0,230.0,73,Western Kentucky,10/12/1995,4,1.0,Carolina Panthers,Chicago Bears,4.0,115.0,2018.0
Donte Jackson,27.0,LCB,9,9.0,180.0,70,LSU,11/8/1995,4,4.0,Carolina Panthers,Carolina Panthers,2.0,55.0,2018.0
J.J. Jansen,36.0,LS,17,0.0,235.0,74,Notre Dame,1/20/1986,13,1.0,Carolina Panthers,,,,
Kobe Jones,24.0,DE,1,0.0,260.0,76,Mississippi St.,5/10/1998,1,0.0,Carolina Panthers,,,,
Michael Jordan,24.0,G,17,0.0,315.0,78,Ohio St.,1/25/1998,3,1.0,Carolina Panthers,Cincinnati Bengals,4.0,136.0,2019.0
Cory Littleton,29.0,MLB,15,7.0,225.0,75,Washington,11/18/1993,6,4.0,Carolina Panthers,,,,
Frankie Luvu,26.0,RLB,15,14.0,236.0,75,Washington St.,9/19/1996,4,7.0,Carolina Panthers,,,,
Terrace Marshall Jr.,22.0,WR,14,9.0,200.0,74,LSU,6/9/2000,1,4.0,Carolina Panthers,Carolina Panthers,2.0,59.0,2021.0
Baker Mayfield,27.0,QB,7,6.0,215.0,73,Oklahoma,4/14/1995,4,3.0,Carolina Panthers,Cleveland Browns,1.0,1.0,2018.0
Cade Mays,23.0,G,11,2.0,325.0,78,"Georgia,Tennessee",4/26/1999,0,1.0,Carolina Panthers,Carolina Panthers,6.0,199.0,2022.0
Christian McCaffrey,26.0,RB,6,6.0,210.0,71,Stanford,6/7/1996,5,5.0,Carolina Panthers,Carolina Panthers,1.0,8.0,2017.0
Marquan McCall,23.0,DT,16,0.0,345.0,75,Kentucky,3/26/1999,0,1.0,Carolina Panthers,,,,
D.J. Moore,25.0,WR,17,17.0,213.0,72,Maryland,4/14/1997,4,8.0,Carolina Panthers,Carolina Panthers,1.0,24.0,2018.0
Arron Mosby,23.0,LB,3,0.0,250.0,75,Fresno St.,4/13/1999,0,0.0,Carolina Panthers,,,,
Taylor Moton,28.0,RT,17,17.0,325.0,77,Western Michigan,8/18/1994,5,7.0,Carolina Panthers,Carolina Panthers,2.0,64.0,2017.0
Daviyon Nixon,24.0,DT,7,0.0,305.0,75,"Iowa Western,Iowa",12/13/1998,1,1.0,Carolina Panthers,Carolina Panthers,5.0,158.0,2021.0
Josh Norman,35.0,CB,2,1.0,195.0,72,Coastal Carolina,12/15/1987,10,0.0,Carolina Panthers,Carolina Panthers,5.0,143.0,2012.0
Eddy Piñeiro,27.0,K,17,0.0,190.0,71,"ASA College (FL),Florida",9/13/1995,3,5.0,Carolina Panthers,,,,
Giovanni Ricci,26.0,TE,15,3.0,240.0,75,Western Michigan,10/16/1996,1,1.0,Carolina Panthers,,,,
Andre Roberts,34.0,WR,3,0.0,195.0,71,The Citadel,1/9/1988,12,0.0,Carolina Panthers,Arizona Cardinals,3.0,88.0,2010.0
Bravvion Roy,26.0,DT,13,4.0,330.0,73,Baylor,10/18/1996,2,3.0,Carolina Panthers,Carolina Panthers,6.0,184.0,2020.0
Laviska Shenault Jr.,24.0,WR,13,4.0,227.0,73,Colorado,10/5/1998,2,3.0,Carolina Panthers,Jacksonville Jaguars,2.0,42.0,2020.0
