Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Micah Abernathy,25.0,S,2,0.0,195.0,72,Tennessee,2/10/1997,1,0.0,Green Bay Packers,,,,
Johnathan Abram,26.0,S,2,0.0,205.0,71,Mississippi St.,10/25/1996,3,0.0,Green Bay Packers,Oakland Raiders,1.0,27.0,2019.0
Ramiz Ahmed,27.0,K,1,0.0,193.0,71,Nevada,7/27/1995,1,0.0,Green Bay Packers,,,,
Jaire Alexander,25.0,LCB,16,16.0,196.0,70,Louisville,2/9/1997,4,9.0,Green Bay Packers,Green Bay Packers,1.0,18.0,2018.0
Adrian Amos,29.0,SS,17,17.0,214.0,72,Penn St.,4/29/1993,7,5.0,Green Bay Packers,Chicago Bears,5.0,142.0,2015.0
David Bakhtiari,31.0,LT,11,11.0,310.0,76,Colorado,9/30/1991,9,7.0,Green Bay Packers,Green Bay Packers,4.0,109.0,2013.0
Corey Ballentine,26.0,DB,8,0.0,196.0,71,Washburn,4/13/1996,3,0.0,Green Bay Packers,New York Giants,6.0,180.0,2019.0
Krys Barnes,24.0,LB,6,1.0,229.0,74,UCLA,4/2/1998,2,1.0,Green Bay Packers,,,,
De'Vondre Campbell,29.0,LILB,13,13.0,232.0,76,Minnesota,7/1/1993,6,6.0,Green Bay Packers,Atlanta Falcons,4.0,115.0,2016.0
Tariq Carpenter,24.0,S,14,0.0,230.0,75,Georgia Tech,12/28/1998,0,1.0,Green Bay Packers,Green Bay Packers,7.0,228.0,2022.0
Kenny Clark,27.0,NT,17,17.0,314.0,75,UCLA,10/4/1995,6,8.0,Green Bay Packers,Green Bay Packers,1.0,27.0,2016.0
Randall Cobb,32.0,WR,13,3.0,192.0,70,Kentucky,8/22/1990,11,4.0,Green Bay Packers,Green Bay Packers,2.0,64.0,2011.0
Jack Coco,24.0,LS,17,0.0,248.0,74,Georgia Tech,10/9/1998,0,1.0,Green Bay Packers,,,,
Mason Crosby,38.0,K,17,0.0,207.0,73,Colorado,9/3/1984,15,3.0,Green Bay Packers,Green Bay Packers,6.0,193.0,2007.0
Tyler Davis,25.0,TE,17,1.0,252.0,76,"Connecticut,Georgia Tech",4/2/1997,2,0.0,Green Bay Packers,Jacksonville Jaguars,6.0,206.0,2020.0
Josiah Deguara,25.0,TE,17,3.0,240.0,74,Cincinnati,2/14/1997,2,1.0,Green Bay Packers,Green Bay Packers,3.0,94.0,2020.0
AJ Dillon,24.0,RB,17,3.0,247.0,72,Boston Col.,5/2/1998,2,7.0,Green Bay Packers,Green Bay Packers,2.0,62.0,2020.0
Romeo Doubs,22.0,WR,13,7.0,204.0,74,Nevada,4/13/2000,0,4.0,Green Bay Packers,Green Bay Packers,4.0,132.0,2022.0
Rasul Douglas,27.0,DB,17,12.0,209.0,74,"Nassau CC,West Virginia",8/29/1995,5,4.0,Green Bay Packers,Philadelphia Eagles,3.0,99.0,2017.0
Kingsley Enagbare,22.0,ROLB,17,7.0,258.0,76,South Carolina,1/18/2000,0,4.0,Green Bay Packers,Green Bay Packers,5.0,179.0,2022.0
Rudy Ford,28.0,FS,17,6.0,200.0,72,Auburn,11/1/1994,5,3.0,Green Bay Packers,Arizona Cardinals,6.0,208.0,2017.0
Innis Gaines,24.0,S,7,1.0,202.0,73,TCU,8/29/1998,1,0.0,Green Bay Packers,,,,
Tipa Galeai,25.0,LB,5,0.0,235.0,77,"TCU,Utah St.",2/26/1997,2,0.0,Green Bay Packers,,,,
Jonathan Garvin,23.0,DE,14,0.0,257.0,76,Miami (FL),7/28/1999,2,1.0,Green Bay Packers,Green Bay Packers,7.0,242.0,2020.0
Rashan Gary,25.0,ROLB,9,9.0,277.0,77,Michigan,12/3/1997,3,4.0,Green Bay Packers,Green Bay Packers,1.0,12.0,2019.0
Ladarius Hamilton,24.0,LB,3,0.0,261.0,74,North Texas,1/18/1998,1,0.0,Green Bay Packers,,,,
Jake Hanson,25.0,C,6,1.0,303.0,76,Oregon,4/29/1997,1,1.0,Green Bay Packers,Green Bay Packers,6.0,208.0,2020.0
Kylin Hill,24.0,RB,2,0.0,214.0,70,Mississippi St.,8/18/1998,1,0.0,Green Bay Packers,Green Bay Packers,7.0,256.0,2021.0
Justin Hollins,26.0,LB,6,0.0,248.0,77,Oregon,1/15/1996,3,1.0,Green Bay Packers,Denver Broncos,5.0,156.0,2019.0
Shemar Jean-Charles,24.0,CB,6,0.0,184.0,70,Appalachian St.,6/20/1998,1,0.0,Green Bay Packers,Green Bay Packers,5.0,178.0,2021.0
Elgton Jenkins,27.0,LG/RT,15,15.0,311.0,77,Mississippi St.,12/26/1995,3,10.0,Green Bay Packers,Green Bay Packers,2.0,44.0,2019.0
Aaron Jones,28.0,RB,17,17.0,208.0,70,Texas-El Paso,12/2/1994,5,12.0,Green Bay Packers,Green Bay Packers,5.0,182.0,2017.0
Kobe Jones,24.0,LB,1,0.0,260.0,76,Mississippi St.,5/10/1998,1,0.0,Green Bay Packers,,,,
Allen Lazard,27.0,WR,15,15.0,227.0,77,Iowa St.,12/11/1995,4,8.0,Green Bay Packers,,,,
Dallin Leavitt,28.0,S,17,0.0,195.0,70,Utah St.,8/8/1994,4,1.0,Green Bay Packers,,,,
Marcedes Lewis,38.0,TE,17,17.0,267.0,78,UCLA,5/19/1984,16,1.0,Green Bay Packers,Jacksonville Jaguars,1.0,28.0,2006.0
Jordan Love,24.0,QB,4,0.0,219.0,76,Utah St.,11/2/1998,1,1.0,Green Bay Packers,Green Bay Packers,1.0,26.0,2020.0
Dean Lowry,28.0,LDE,15,12.0,296.0,78,Northwestern,6/9/1994,6,5.0,Green Bay Packers,Green Bay Packers,4.0,137.0,2016.0
Isaiah McDuffie,23.0,LB,17,1.0,227.0,73,Boston Col.,7/21/1999,1,2.0,Green Bay Packers,Green Bay Packers,6.0,220.0,2021.0
Josh Myers,24.0,C,17,17.0,310.0,77,Ohio St.,7/16/1998,1,9.0,Green Bay Packers,Green Bay Packers,2.0,62.0,2021.0
Royce Newman,25.0,RG/LG,17,6.0,310.0,77,Mississippi,8/17/1997,1,4.0,Green Bay Packers,Green Bay Packers,4.0,142.0,2021.0
Yosh Nijman,26.0,RT,17,13.0,314.0,79,Virginia Tech,1/2/1996,2,8.0,Green Bay Packers,,,,
Keisean Nixon,25.0,CB,17,4.0,200.0,70,South Carolina,6/22/1997,3,9.0,Green Bay Packers,,,,
Pat O'Donnell,31.0,P,17,0.0,223.0,76,Miami (FL),2/22/1991,8,1.0,Green Bay Packers,Chicago Bears,6.0,191.0,2014.0
Jarran Reed,30.0,RDE,17,14.0,315.0,75,"East Mississippi CC,Alabama",12/16/1992,6,7.0,Green Bay Packers,Seattle Seahawks,2.0,49.0,2016.0
Sean Rhyan,22.0,T,1,0.0,321.0,77,UCLA,9/15/2000,0,0.0,Green Bay Packers,Green Bay Packers,3.0,92.0,2022.0
Aaron Rodgers,39.0,QB,17,17.0,223.0,74,"Butte JC (CA),California",12/2/1983,17,13.0,Green Bay Packers,Green Bay Packers,1.0,24.0,2005.0
