Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Kirk Cousins,MIN,0,0,0,0,2.0,2023,17
Alexander Mattison,MIN,8,28,0,7,2.0,2023,17
Justin Jefferson,MIN,0,0,0,0,2.0,2023,17
Jordan Addison,MIN,0,0,0,0,2.0,2023,17
T.J. Hockenson,MIN,0,0,0,0,2.0,2023,17
K.J. Osborn,MIN,0,0,0,0,2.0,2023,17
Josh Oliver,MIN,0,0,0,0,2.0,2023,17
Ty Chandler,MIN,1,0,0,0,2.0,2023,17
Jalen Hurts,PHI,12,35,2,8,2.0,2023,17
D'Andre Swift,PHI,28,175,1,43,2.0,2023,17
Boston Scott,PHI,5,40,0,18,2.0,2023,17
Rashaad Penny,PHI,3,9,0,6,2.0,2023,17
DeVonta Smith,PHI,0,0,0,0,2.0,2023,17
A.J. Brown,PHI,0,0,0,0,2.0,2023,17
Dallas Goedert,PHI,0,0,0,0,2.0,2023,17
