Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jordan Love,GNB,2,37,0,26,5.0,2023,78
AJ Dillon,GNB,20,76,1,11,5.0,2023,78
Patrick Taylor,GNB,2,2,0,5,5.0,2023,78
Luke Musgrave,GNB,0,0,0,0,5.0,2023,78
Josiah Deguara,GNB,0,0,0,0,5.0,2023,78
Ben Sims,GNB,0,0,0,0,5.0,2023,78
Dontayvion Wicks,GNB,0,0,0,0,5.0,2023,78
Jayden Reed,GNB,0,0,0,0,5.0,2023,78
Romeo Doubs,GNB,0,0,0,0,5.0,2023,78
Christian Watson,GNB,1,-5,0,-5,5.0,2023,78
Jimmy Garoppolo,LVR,4,4,0,3,5.0,2023,78
Josh Jacobs,LVR,20,69,1,24,5.0,2023,78
Tre Tucker,LVR,1,16,0,16,5.0,2023,78
Ameer Abdullah,LVR,1,4,0,4,5.0,2023,78
DeAndre Carter,LVR,2,3,0,3,5.0,2023,78
Jakobi Meyers,LVR,1,0,0,0,5.0,2023,78
Davante Adams,LVR,0,0,0,0,5.0,2023,78
Michael Mayer,LVR,0,0,0,0,5.0,2023,78
Austin Hooper,LVR,0,0,0,0,5.0,2023,78
Hunter Renfrow,LVR,0,0,0,0,5.0,2023,78
