Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Kendall Lamm,T,54,100%,0,0%,5,19%,1,Dolphins,5.0,2023,70
Robert Hunt,G,54,100%,0,0%,5,19%,1,Dolphins,5.0,2023,70
Connor Williams,C,54,100%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Tua Tagovailoa,QB,54,100%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Austin Jackson,T,54,100%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Isaiah Wynn,G,53,98%,0,0%,5,19%,1,Dolphins,5.0,2023,70
Durham Smythe,TE,44,81%,0,0%,12,46%,1,Dolphins,5.0,2023,70
Jaylen Waddle,WR,44,81%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Raheem Mostert,RB,32,59%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Cedrick Wilson Jr.,WR,29,54%,0,0%,0,0%,1,Dolphins,5.0,2023,70
De'Von Achane,RB,26,48%,0,0%,4,15%,1,Dolphins,5.0,2023,70
Tyreek Hill,WR,25,46%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Braxton Berrios,WR,20,37%,0,0%,9,35%,1,Dolphins,5.0,2023,70
Alec Ingold,FB,19,35%,0,0%,5,19%,1,Dolphins,5.0,2023,70
Julian Hill,TE,14,26%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Robbie Chosen,WR,10,19%,0,0%,0,0%,1,Dolphins,5.0,2023,70
Chris Brooks,RB,7,13%,0,0%,10,38%,1,Dolphins,5.0,2023,70
Liam Eichenberg,G,1,2%,0,0%,5,19%,1,Dolphins,5.0,2023,70
Jevon Holland,SS,0,0%,72,100%,5,19%,1,Dolphins,5.0,2023,70
Xavien Howard,CB,0,0%,72,100%,0,0%,1,Dolphins,5.0,2023,70
DeShon Elliott,FS,0,0%,72,100%,0,0%,1,Dolphins,5.0,2023,70
Jerome Baker,LB,0,0%,72,100%,0,0%,1,Dolphins,5.0,2023,70
Kader Kohou,CB,0,0%,72,100%,0,0%,1,Dolphins,5.0,2023,70
David Long,LB,0,0%,66,92%,2,8%,1,Dolphins,5.0,2023,70
Eli Apple,CB,0,0%,65,90%,0,0%,1,Dolphins,5.0,2023,70
Andrew Van Ginkel,LB,0,0%,59,82%,2,8%,1,Dolphins,5.0,2023,70
Bradley Chubb,LB,0,0%,56,78%,2,8%,1,Dolphins,5.0,2023,70
Christian Wilkins,DE,0,0%,49,68%,14,54%,1,Dolphins,5.0,2023,70
Zach Sieler,DE,0,0%,46,64%,14,54%,1,Dolphins,5.0,2023,70
Raekwon Davis,NT,0,0%,30,42%,7,27%,1,Dolphins,5.0,2023,70
Emmanuel Ogbah,DE,0,0%,27,38%,9,35%,1,Dolphins,5.0,2023,70
Da'Shawn Hand,DE,0,0%,26,36%,5,19%,1,Dolphins,5.0,2023,70
Justin Bethel,CB,0,0%,6,8%,17,65%,1,Dolphins,5.0,2023,70
Cameron Goode,LB,0,0%,2,3%,17,65%,1,Dolphins,5.0,2023,70
Duke Riley,LB,0,0%,0,0%,21,81%,1,Dolphins,5.0,2023,70
Elijah Campbell,SS,0,0%,0,0%,21,81%,1,Dolphins,5.0,2023,70
Brandon Jones,FS,0,0%,0,0%,19,73%,1,Dolphins,5.0,2023,70
Cam Smith,CB,0,0%,0,0%,14,54%,1,Dolphins,5.0,2023,70
Chase Winovich,DE,0,0%,0,0%,14,54%,1,Dolphins,5.0,2023,70
Jason Sanders,K,0,0%,0,0%,9,35%,1,Dolphins,5.0,2023,70
Jake Bailey,P,0,0%,0,0%,8,31%,1,Dolphins,5.0,2023,70
Channing Tindall,LB,0,0%,0,0%,8,31%,1,Dolphins,5.0,2023,70
Blake Ferguson,LS,0,0%,0,0%,7,27%,1,Dolphins,5.0,2023,70
Lester Cotton,G,0,0%,0,0%,5,19%,1,Dolphins,5.0,2023,70
Parry Nickerson,CB,0,0%,0,0%,4,15%,1,Dolphins,5.0,2023,70
Tyler Kroft,TE,0,0%,0,0%,2,8%,1,Dolphins,5.0,2023,70
