Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Patrick Mahomes,KAN,0,0,0,0,0,5.0,2023,76
Isiah Pacheco,KAN,1,1,9,0,9,5.0,2023,76
Jerick McKinnon,KAN,3,2,18,0,15,5.0,2023,76
Clyde Edwards-Helaire,KAN,0,0,0,0,0,5.0,2023,76
Kadarius Toney,KAN,6,5,26,0,9,5.0,2023,76
Travis Kelce,KAN,11,10,67,1,14,5.0,2023,76
Justin Watson,KAN,3,2,56,0,33,5.0,2023,76
Rashee Rice,KAN,5,4,33,1,13,5.0,2023,76
Justyn Ross,KAN,4,2,28,0,20,5.0,2023,76
Noah Gray,KAN,2,2,21,0,12,5.0,2023,76
Marquez Valdes-Scantling,KAN,2,1,12,0,12,5.0,2023,76
Skyy Moore,KAN,2,2,11,0,7,5.0,2023,76
Kirk Cousins,MIN,0,0,0,0,0,5.0,2023,76
Alexander Mattison,MIN,3,2,20,1,11,5.0,2023,76
Cam Akers,MIN,2,2,3,0,3,5.0,2023,76
Ty Chandler,MIN,0,0,0,0,0,5.0,2023,76
Brandon Powell,MIN,6,4,43,0,26,5.0,2023,76
Jordan Addison,MIN,9,6,64,1,16,5.0,2023,76
T.J. Hockenson,MIN,8,5,51,0,19,5.0,2023,76
K.J. Osborn,MIN,9,5,49,0,27,5.0,2023,76
Justin Jefferson,MIN,6,3,28,0,14,5.0,2023,76
Josh Oliver,MIN,2,1,15,0,15,5.0,2023,76
Johnny Mundt,MIN,1,1,11,0,11,5.0,2023,76
