Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Jalen Hurts,PHI,25,38,303,1,1,1,8,49,87.9,5.0,2023,74
D'Andre Swift,PHI,0,0,0,0,0,0,0,0,,5.0,2023,74
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,5.0,2023,74
A.J. Brown,PHI,0,0,0,0,0,0,0,0,,5.0,2023,74
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,5.0,2023,74
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,5.0,2023,74
Jack Stoll,PHI,0,0,0,0,0,0,0,0,,5.0,2023,74
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,5.0,2023,74
Matthew Stafford,LAR,21,37,222,2,0,4,27,39,92.4,5.0,2023,74
Kyren Williams,LAR,0,0,0,0,0,0,0,0,,5.0,2023,74
Ronnie Rivers,LAR,0,0,0,0,0,0,0,0,,5.0,2023,74
Cooper Kupp,LAR,0,0,0,0,0,0,0,0,,5.0,2023,74
Puka Nacua,LAR,0,0,0,0,0,0,0,0,,5.0,2023,74
Tyler Higbee,LAR,0,0,0,0,0,0,0,0,,5.0,2023,74
Tutu Atwell,LAR,0,0,0,0,0,0,0,0,,5.0,2023,74
Ben Skowronek,LAR,0,0,0,0,0,0,0,0,,5.0,2023,74
