Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Ryan Tannehill,TEN,0,0,0,0,0,5.0,2023,69
Derrick Henry,TEN,3,3,19,0,13,5.0,2023,69
Tyjae Spears,TEN,5,4,35,0,14,5.0,2023,69
DeAndre Hopkins,TEN,11,8,140,0,36,5.0,2023,69
Chigoziem Okonkwo,TEN,9,5,33,0,11,5.0,2023,69
Trevon Wesco,TEN,1,1,21,0,21,5.0,2023,69
Nick Westbrook-Ikhine,TEN,3,1,9,0,9,5.0,2023,69
Josh Whyle,TEN,1,1,7,0,7,5.0,2023,69
Kyle Philips,TEN,1,0,0,0,0,5.0,2023,69
Gardner Minshew II,IND,0,0,0,0,0,5.0,2023,69
Anthony Richardson,IND,0,0,0,0,0,5.0,2023,69
Zack Moss,IND,2,2,30,0,26,5.0,2023,69
Jonathan Taylor,IND,1,1,16,0,16,5.0,2023,69
Isaiah McKenzie,IND,0,0,0,0,0,5.0,2023,69
Josh Downs,IND,6,6,97,0,38,5.0,2023,69
Michael Pittman Jr.,IND,7,5,52,0,27,5.0,2023,69
Mo Alie-Cox,IND,1,1,17,0,17,5.0,2023,69
Andrew Ogletree,IND,2,2,16,0,13,5.0,2023,69
Kylen Granson,IND,3,2,15,0,9,5.0,2023,69
Alec Pierce,IND,2,1,10,0,10,5.0,2023,69
