Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA,week,year,game_id
4,1:13,1.0,10.0,TEN 21,25.0,25.0,"Will Levis pass complete short right to DeAndre Hopkins for no gain (tackle by Darrell Baker) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Will Levis pass incomplete short right intended for DeAndre Hopkins (defended by Darrell Baker)",0.34,-0.2,13.0,2023,183
4,1:08,2.0,10.0,TEN 21,25.0,25.0,Will Levis pass complete deep right to DeAndre Hopkins for 22 yards (tackle by Julian Blackmon),-0.2,1.8,13.0,2023,183
4,1:03,1.0,10.0,TEN 43,25.0,25.0,Will Levis pass complete short right to Chigoziem Okonkwo for 11 yards (tackle by Darrell Baker),1.8,2.52,13.0,2023,183
4,0:39,1.0,10.0,IND 46,25.0,25.0,"Will Levis pass incomplete short middle intended for Tyjae Spears Replay Assistant challenged the fumble ruling, and the original play was overturned. Will Levis sacked by Kwity Paye for -7 yards. Will Levis fumbles (forced by Kwity Paye), recovered by Chigoziem Okonkwo at TEN-47",2.52,1.03,13.0,2023,183
4,0:39,,,,,,Timeout #1 by Tennessee Titans,,,13.0,2023,183
4,0:39,2.0,17.0,TEN 47,25.0,25.0,Will Levis pass complete short right to Tyjae Spears for -7 yards (tackle by E.J. Speed),1.03,-0.56,13.0,2023,183
4,0:30,,,,,,Timeout #1 by Indianapolis Colts,,,13.0,2023,183
4,0:30,3.0,24.0,TEN 40,25.0,25.0,Will Levis pass incomplete deep right intended for DeAndre Hopkins,-0.56,-0.72,13.0,2023,183
4,0:23,4.0,24.0,TEN 40,25.0,25.0,"Nick Folk punts 41 yards, returned by Isaiah McKenzie for 3 yards (tackle by Colton Dowell)",-0.72,-0.41,13.0,2023,183
4,0:13,1.0,10.0,IND 22,25.0,25.0,Gardner Minshew pass incomplete short left intended for Zack Moss (defended by Denico Autry),0.41,-0.13,13.0,2023,183
4,0:08,2.0,10.0,IND 22,25.0,25.0,Gardner Minshew kneels for -4 yards,-0.13,0.0,13.0,2023,183
,,,,,,,"Titans won the coin toss, Titans to receive the overtime kickoff.",,,13.0,2023,183
OT,10:00,,,IND 35,25.0,25.0,"Matt Gay kicks off 58 yards,",0.0,0.61,13.0,2023,183
OT,10:00,1.0,10.0,TEN 25,25.0,25.0,Tyjae Spears right guard for 19 yards (tackle by Jaylon Jones),0.61,1.86,13.0,2023,183
OT,9:22,1.0,10.0,TEN 44,25.0,25.0,Will Levis sacked by and Eric Johnson for no gain and DeForest Buckner for no gain,1.86,1.32,13.0,2023,183
OT,8:36,2.0,10.0,TEN 44,25.0,25.0,"Tyjae Spears left end for no gain (tackle by Ronnie Harrison). Penalty on Jaelyn Duncan: Offensive Holding, 10 yards (accepted) (no play)",1.32,-0.03,13.0,2023,183
OT,8:12,2.0,20.0,TEN 34,25.0,25.0,"Will Levis pass incomplete short middle intended for DeAndre Hopkins. Penalty on Jaylon Jones: Defensive Pass Interference, 14 yards (accepted) (no play)",-0.03,2.13,13.0,2023,183
OT,8:02,1.0,10.0,TEN 48,25.0,25.0,"Will Levis pass incomplete short right intended for Tyjae Spears. Penalty on Taven Bryan: Defensive Offside, 5 yards (accepted) (no play)",2.13,2.86,13.0,2023,183
OT,8:02,1.0,5.0,IND 47,25.0,25.0,Tyjae Spears left guard for 1 yard (tackle by E.J. Speed),2.86,2.39,13.0,2023,183
OT,7:16,2.0,4.0,IND 46,25.0,25.0,Tyjae Spears left tackle for 2 yards (tackle by Samson Ebukam and DeForest Buckner),2.39,1.95,13.0,2023,183
OT,6:39,3.0,2.0,IND 44,25.0,25.0,Tyjae Spears left guard for 6 yards (tackle by Kenny Moore and Zaire Franklin),1.95,3.05,13.0,2023,183
OT,6:04,1.0,10.0,IND 38,25.0,25.0,Will Levis pass complete short left to Chigoziem Okonkwo for 12 yards (tackle by Ronnie Harrison and Julian Blackmon),3.05,3.84,13.0,2023,183
OT,5:18,1.0,10.0,IND 26,25.0,25.0,Will Levis pass incomplete short right intended for Tyjae Spears,3.84,3.3,13.0,2023,183
OT,5:13,2.0,10.0,IND 26,25.0,25.0,Tyjae Spears left guard for -1 yards (tackle by Tyquan Lewis),3.3,2.48,13.0,2023,183
OT,4:28,3.0,11.0,IND 27,25.0,25.0,Will Levis pass incomplete deep right intended for Nick Westbrook-Ikhine (defended by Jaylon Jones),2.48,1.67,13.0,2023,183
OT,4:24,4.0,11.0,IND 27,25.0,28.0,Nick Folk 46 yard field goal good,1.67,3.0,13.0,2023,183
OT,4:19,,,TEN 35,25.0,28.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,13.0,2023,183
OT,4:19,1.0,10.0,IND 25,25.0,28.0,Gardner Minshew pass complete short left to Michael Pittman for 9 yards (tackle by Jack Gibbens),0.61,1.28,13.0,2023,183
OT,3:51,2.0,1.0,IND 34,25.0,28.0,Zack Moss up the middle for 3 yards (tackle by Denico Autry and Jack Gibbens),1.28,1.4,13.0,2023,183
OT,3:10,1.0,10.0,IND 37,25.0,28.0,"Gardner Minshew sacked by Kyle Peko for no gain. Penalty on Sean Murphy-Bunting: Illegal Contact, 4 yards (accepted) (no play)",1.4,1.66,13.0,2023,183
OT,3:05,1.0,10.0,IND 41,25.0,28.0,Gardner Minshew pass complete deep left to Alec Pierce for 55 yards (tackle by Sean Murphy-Bunting),1.66,6.28,13.0,2023,183
OT,2:38,1.0,4.0,TEN 4,25.0,28.0,Gardner Minshew pass incomplete short right intended for Alec Pierce (defended by Tre Avery),6.28,5.34,13.0,2023,183
OT,2:34,2.0,4.0,TEN 4,31.0,28.0,"Gardner Minshew pass complete short right to Michael Pittman for 4 yards, touchdown",5.34,6.0,13.0,2023,183
