Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Desmond Ridder,ATL,3,0,0,1,13.0,2023,182
Bijan Robinson,ATL,18,53,0,12,13.0,2023,182
Tyler Allgeier,ATL,8,26,0,6,13.0,2023,182
Cordarrelle Patterson,ATL,5,11,0,7,13.0,2023,182
Kyle Pitts,ATL,0,0,0,0,13.0,2023,182
MyCole Pruitt,ATL,0,0,0,0,13.0,2023,182
Jonnu Smith,ATL,0,0,0,0,13.0,2023,182
Drake London,ATL,0,0,0,0,13.0,2023,182
KhaDarel Hodge,ATL,0,0,0,0,13.0,2023,182
Tim Boyle,NYJ,1,2,0,2,13.0,2023,182
Trevor Siemian,NYJ,1,8,0,8,13.0,2023,182
Dalvin Cook,NYJ,9,35,0,14,13.0,2023,182
Breece Hall,NYJ,13,16,0,9,13.0,2023,182
Xavier Gipson,NYJ,1,1,0,1,13.0,2023,182
Garrett Wilson,NYJ,0,0,0,0,13.0,2023,182
Tyler Conklin,NYJ,0,0,0,0,13.0,2023,182
Jeremy Ruckert,NYJ,0,0,0,0,13.0,2023,182
Allen Lazard,NYJ,0,0,0,0,13.0,2023,182
