0,1,week,year,game_id
Won Toss,Rams (deferred),13.0,2023,190
Roof,dome,13.0,2023,190
Surface,matrixturf,13.0,2023,190
Duration,3:20,13.0,2023,190
Attendance,72887,13.0,2023,190
Vegas Line,Los Angeles Rams -4.0,13.0,2023,190
Over/Under,40.5 (over),13.0,2023,190
