Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Broncos,-4.0,-4.63,-9.82,4.46,-10.12,1.15,-1.21,2.56,0.0,-0.91,-2.17,3.59,4.06,-5.16,-1.23,13.0,2023,184
Texans,4.0,-1.15,1.21,-2.56,0.0,4.63,9.82,-4.46,10.12,0.91,-3.59,2.17,5.16,-4.06,1.23,13.0,2023,184
