Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Brian Branch,DET,1,13,0,13,1,0.0,7,3,4,0,0,0,0,0,0,13.0,2023,185
Romeo Okwara,DET,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0,13.0,2023,185
Bruce Irvin,DET,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,13.0,2023,185
Derrick Barnes,DET,0,0,0,0,0,0.0,9,3,6,1,0,0,0,0,0,13.0,2023,185
Jack Campbell,DET,0,0,0,0,0,0.0,9,4,5,2,0,0,0,0,0,13.0,2023,185
Tracy Walker,DET,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,13.0,2023,185
Jerry Jacobs,DET,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,13.0,2023,185
Jalen Reeves-Maybin,DET,0,0,0,0,1,0.0,6,3,3,0,1,0,0,0,0,13.0,2023,185
Kerby Joseph,DET,0,0,0,0,1,0.0,5,4,1,0,0,0,0,0,0,13.0,2023,185
Malcolm Rodriguez,DET,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,13.0,2023,185
Quinton Bohanna,DET,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,13.0,2023,185
Alim McNeill,DET,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,13.0,2023,185
Josh Paschal,DET,0,0,0,0,0,0.0,3,3,0,0,0,1,0,0,0,13.0,2023,185
John Cominsky,DET,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,13.0,2023,185
Aidan Hutchinson,DET,0,0,0,0,0,0.0,2,2,0,1,1,0,0,0,0,13.0,2023,185
Benito Jones,DET,0,0,0,0,0,0.0,2,0,2,0,1,0,0,0,0,13.0,2023,185
Craig Reynolds,DET,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,13.0,2023,185
Cameron Sutton,DET,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,13.0,2023,185
Jake McQuaide,DET,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,185
Anthony Pittman,DET,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,185
Charles Harris,DET,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,13.0,2023,185
Kalif Raymond,DET,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,13.0,2023,185
Zack Baun,NOR,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0,13.0,2023,185
Paulson Adebo,NOR,0,0,0,0,1,0.0,8,6,2,0,0,0,0,0,0,13.0,2023,185
Nephi Sewell,NOR,0,0,0,0,0,0.0,8,5,3,2,0,0,0,0,0,13.0,2023,185
Nathan Shepherd,NOR,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,13.0,2023,185
Demario Davis,NOR,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,13.0,2023,185
Jordan Howden,NOR,0,0,0,0,0,0.0,4,3,1,0,1,0,0,0,0,13.0,2023,185
Khalen Saunders,NOR,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,13.0,2023,185
Isaac Yiadom,NOR,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,13.0,2023,185
Carl Granderson,NOR,0,0,0,0,1,0.0,3,1,2,0,2,0,0,0,0,13.0,2023,185
Malcolm Roach,NOR,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,13.0,2023,185
Alontae Taylor,NOR,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,13.0,2023,185
Johnathan Abram,NOR,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,13.0,2023,185
Bryan Bresee,NOR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,13.0,2023,185
Cameron Jordan,NOR,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,13.0,2023,185
Tanoh Kpassagnon,NOR,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,13.0,2023,185
Isaiah Foskey,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2023,185
J.T. Gray,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,185
Taysom Hill,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2023,185
Tyrann Mathieu,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,185
Adam Prentice,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,185
Ty Summers,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2023,185
