Player,Pos,home_team,team,week,year,game_id
Matthew Stafford,QB,1,Rams,13.0,2023,190
Kyren Williams,RB,1,Rams,13.0,2023,190
Tutu Atwell,WR,1,Rams,13.0,2023,190
Cooper Kupp,WR,1,Rams,13.0,2023,190
Puka Nacua,WR,1,Rams,13.0,2023,190
Tyler Higbee,TE,1,Rams,13.0,2023,190
Kevin Dotson,OL,1,Rams,13.0,2023,190
Rob Havenstein,T,1,Rams,13.0,2023,190
Alaric Jackson,T,1,Rams,13.0,2023,190
Steve Avila,G,1,Rams,13.0,2023,190
Coleman Shelton,G,1,Rams,13.0,2023,190
Jonah Williams,DE,1,Rams,13.0,2023,190
Aaron Donald,DT,1,Rams,13.0,2023,190
Larrell Murchison,DT,1,Rams,13.0,2023,190
Bobby Brown,NT,1,Rams,13.0,2023,190
Byron Young,OLB,1,Rams,13.0,2023,190
Michael Hoecht,OLB,1,Rams,13.0,2023,190
Ernest Jones,LB,1,Rams,13.0,2023,190
Derion Kendrick,DB,1,Rams,13.0,2023,190
John Johnson,DB,1,Rams,13.0,2023,190
Ahkello Witherspoon,DB,1,Rams,13.0,2023,190
Jordan Fuller,DB,1,Rams,13.0,2023,190
