Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Bernhard Raimann,T,71,100%,0,0%,5,14%,0,Colts,13.0,2023,183
Quenton Nelson,G,71,100%,0,0%,5,14%,0,Colts,13.0,2023,183
Will Fries,G,71,100%,0,0%,5,14%,0,Colts,13.0,2023,183
Gardner Minshew II,QB,71,100%,0,0%,0,0%,0,Colts,13.0,2023,183
Ryan Kelly,C,71,100%,0,0%,0,0%,0,Colts,13.0,2023,183
Alec Pierce,WR,70,99%,0,0%,0,0%,0,Colts,13.0,2023,183
Michael Pittman Jr.,WR,68,96%,0,0%,0,0%,0,Colts,13.0,2023,183
Blake Freeland,T,68,96%,0,0%,0,0%,0,Colts,13.0,2023,183
Zack Moss,RB,67,94%,0,0%,0,0%,0,Colts,13.0,2023,183
Josh Downs,WR,48,68%,0,0%,0,0%,0,Colts,13.0,2023,183
Andrew Ogletree,TE,28,39%,0,0%,10,27%,0,Colts,13.0,2023,183
Kylen Granson,TE,24,34%,0,0%,11,30%,0,Colts,13.0,2023,183
Mo Alie-Cox,TE,24,34%,0,0%,5,14%,0,Colts,13.0,2023,183
Will Mallory,TE,13,18%,0,0%,0,0%,0,Colts,13.0,2023,183
Isaiah McKenzie,WR,6,8%,0,0%,14,38%,0,Colts,13.0,2023,183
D.J. Montgomery,WR,3,4%,0,0%,14,38%,0,Colts,13.0,2023,183
Tyler Goodson,RB,3,4%,0,0%,0,0%,0,Colts,13.0,2023,183
Braden Smith,T,3,4%,0,0%,0,0%,0,Colts,13.0,2023,183
Trey Sermon,RB,1,1%,0,0%,0,0%,0,Colts,13.0,2023,183
Julian Blackmon,FS,0,0%,85,100%,10,27%,0,Colts,13.0,2023,183
Zaire Franklin,LB,0,0%,85,100%,5,14%,0,Colts,13.0,2023,183
Kenny Moore,CB,0,0%,85,100%,5,14%,0,Colts,13.0,2023,183
Jaylon Jones,CB,0,0%,85,100%,1,3%,0,Colts,13.0,2023,183
E.J. Speed,LB,0,0%,78,92%,11,30%,0,Colts,13.0,2023,183
DeForest Buckner,DT,0,0%,65,76%,1,3%,0,Colts,13.0,2023,183
Darrell Baker,CB,0,0%,62,73%,9,24%,0,Colts,13.0,2023,183
Rodney Thomas II,FS,0,0%,57,67%,9,24%,0,Colts,13.0,2023,183
Kwity Paye,DE,0,0%,53,62%,1,3%,0,Colts,13.0,2023,183
Samson Ebukam,DE,0,0%,50,59%,0,0%,0,Colts,13.0,2023,183
Dayo Odeyingbo,DE,0,0%,48,56%,6,16%,0,Colts,13.0,2023,183
Tyquan Lewis,DE,0,0%,34,40%,6,16%,0,Colts,13.0,2023,183
Nick Cross,SS,0,0%,31,36%,27,73%,0,Colts,13.0,2023,183
Taven Bryan,DT,0,0%,27,32%,10,27%,0,Colts,13.0,2023,183
Eric Johnson,DT,0,0%,27,32%,5,14%,0,Colts,13.0,2023,183
Adetomiwa Adebawore,DT,0,0%,26,31%,14,38%,0,Colts,13.0,2023,183
Ronnie Harrison,LB,0,0%,22,26%,21,57%,0,Colts,13.0,2023,183
Jacob Martin,DE,0,0%,15,18%,13,35%,0,Colts,13.0,2023,183
Tony Brown,CB,0,0%,0,0%,31,84%,0,Colts,13.0,2023,183
Segun Olubi,LB,0,0%,0,0%,31,84%,0,Colts,13.0,2023,183
Grant Stuard,LB,0,0%,0,0%,27,73%,0,Colts,13.0,2023,183
Trevor Denbow,FS,0,0%,0,0%,26,70%,0,Colts,13.0,2023,183
Ameer Speed,SS,0,0%,0,0%,26,70%,0,Colts,13.0,2023,183
Matt Gay,K,0,0%,0,0%,13,35%,0,Colts,13.0,2023,183
Luke Rhodes,LS,0,0%,0,0%,10,27%,0,Colts,13.0,2023,183
Rigoberto Sanchez,P,0,0%,0,0%,10,27%,0,Colts,13.0,2023,183
Josh Sills,G,0,0%,0,0%,5,14%,0,Colts,13.0,2023,183
Wesley French,C,0,0%,0,0%,5,14%,0,Colts,13.0,2023,183
