Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Kyler Murray,ARI,2,0,13.0,2023,188
James Conner,ARI,0,0,13.0,2023,188
Michael Carter,ARI,0,0,13.0,2023,188
Trey McBride,ARI,0,0,13.0,2023,188
Elijah Higgins,ARI,0,0,13.0,2023,188
Greg Dortch,ARI,0,0,13.0,2023,188
Geoff Swaim,ARI,0,0,13.0,2023,188
Rondale Moore,ARI,0,0,13.0,2023,188
Marquise Brown,ARI,0,0,13.0,2023,188
Mitchell Trubisky,PIT,1,1,13.0,2023,188
Kenny Pickett,PIT,1,0,13.0,2023,188
Najee Harris,PIT,0,0,13.0,2023,188
Jaylen Warren,PIT,0,0,13.0,2023,188
George Pickens,PIT,0,0,13.0,2023,188
Diontae Johnson,PIT,0,0,13.0,2023,188
Pat Freiermuth,PIT,0,0,13.0,2023,188
Allen Robinson,PIT,0,0,13.0,2023,188
Calvin Austin III,PIT,0,0,13.0,2023,188
Connor Heyward,PIT,0,0,13.0,2023,188
