0,1,week,year,game_id
Won Toss,Broncos (deferred),13.0,2023,184
Roof,retractable roof (closed),13.0,2023,184
Surface,astroturf,13.0,2023,184
Duration,3:09,13.0,2023,184
Attendance,71670,13.0,2023,184
Vegas Line,Houston Texans -3.0,13.0,2023,184
Over/Under,47.0 (under),13.0,2023,184
