Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Desmond Ridder,ATL,0,0,0,0,0,13.0,2023,182
Bijan Robinson,ATL,5,3,26,0,9,13.0,2023,182
Tyler Allgeier,ATL,0,0,0,0,0,13.0,2023,182
Cordarrelle Patterson,ATL,2,1,6,0,6,13.0,2023,182
Kyle Pitts,ATL,8,4,51,0,16,13.0,2023,182
MyCole Pruitt,ATL,1,1,20,1,20,13.0,2023,182
Jonnu Smith,ATL,3,2,10,0,9,13.0,2023,182
Drake London,ATL,5,1,8,0,8,13.0,2023,182
KhaDarel Hodge,ATL,1,0,0,0,0,13.0,2023,182
Tim Boyle,NYJ,0,0,0,0,0,13.0,2023,182
Trevor Siemian,NYJ,0,0,0,0,0,13.0,2023,182
Dalvin Cook,NYJ,2,1,11,0,11,13.0,2023,182
Breece Hall,NYJ,8,6,29,0,9,13.0,2023,182
Xavier Gipson,NYJ,6,5,77,0,36,13.0,2023,182
Garrett Wilson,NYJ,7,3,50,0,31,13.0,2023,182
Tyler Conklin,NYJ,9,3,35,0,16,13.0,2023,182
Jeremy Ruckert,NYJ,3,1,12,0,12,13.0,2023,182
Allen Lazard,NYJ,1,0,0,0,0,13.0,2023,182
