Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kyler Murray,ARI,0,0,0,0,0,13.0,2023,188
James Conner,ARI,2,0,0,0,0,13.0,2023,188
Michael Carter,ARI,0,0,0,0,0,13.0,2023,188
Trey McBride,ARI,9,8,89,1,17,13.0,2023,188
Elijah Higgins,ARI,2,1,21,0,21,13.0,2023,188
Greg Dortch,ARI,3,1,19,0,19,13.0,2023,188
Geoff Swaim,ARI,2,2,10,0,9,13.0,2023,188
Rondale Moore,ARI,2,1,6,0,6,13.0,2023,188
Marquise Brown,ARI,3,0,0,0,0,13.0,2023,188
Mitchell Trubisky,PIT,0,0,0,0,0,13.0,2023,188
Kenny Pickett,PIT,0,0,0,0,0,13.0,2023,188
Najee Harris,PIT,3,2,14,0,10,13.0,2023,188
Jaylen Warren,PIT,3,1,-4,0,-4,13.0,2023,188
George Pickens,PIT,5,4,86,0,38,13.0,2023,188
Diontae Johnson,PIT,5,4,33,1,26,13.0,2023,188
Pat Freiermuth,PIT,5,3,29,0,12,13.0,2023,188
Allen Robinson,PIT,3,3,19,0,8,13.0,2023,188
Calvin Austin III,PIT,1,1,10,0,10,13.0,2023,188
Connor Heyward,PIT,2,0,0,0,0,13.0,2023,188
