Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Patriots,-6.0,-13.06,-12.28,1.02,-4.45,9.06,-1.45,9.5,0.0,-4.71,-0.61,0.9,1.38,-4.75,-1.63,13.0,2023,187
Chargers,6.0,-9.06,1.45,-9.5,0.0,13.06,12.28,-1.02,4.45,4.71,-0.9,0.61,4.75,-1.38,1.63,13.0,2023,187
