Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Russell Wilson,DEN,0,0,0,0,0,13.0,2023,184
Javonte Williams,DEN,3,3,24,0,15,13.0,2023,184
Jaleel McLaughlin,DEN,2,2,6,0,5,13.0,2023,184
Marvin Mims,DEN,2,1,5,0,5,13.0,2023,184
Michael Burton,DEN,0,0,0,0,0,13.0,2023,184
Samaje Perine,DEN,2,2,5,0,5,13.0,2023,184
Courtland Sutton,DEN,7,2,77,1,45,13.0,2023,184
Jerry Jeudy,DEN,4,3,51,0,41,13.0,2023,184
Lil'Jordan Humphrey,DEN,1,1,12,0,12,13.0,2023,184
Adam Trautman,DEN,2,1,6,0,6,13.0,2023,184
Lucas Krull,DEN,1,0,0,0,0,13.0,2023,184
C.J. Stroud,HOU,0,0,0,0,0,13.0,2023,184
Davis Mills,HOU,0,0,0,0,0,13.0,2023,184
Dameon Pierce,HOU,0,0,0,0,0,13.0,2023,184
Devin Singletary,HOU,1,1,4,0,4,13.0,2023,184
Dare Ogunbowale,HOU,1,1,14,0,14,13.0,2023,184
Nico Collins,HOU,12,9,191,1,59,13.0,2023,184
Brevin Jordan,HOU,5,3,64,0,27,13.0,2023,184
John Metchie,HOU,3,1,9,0,9,13.0,2023,184
Andrew Beck,HOU,2,1,5,0,5,13.0,2023,184
Eric Saubert,HOU,1,1,5,0,5,13.0,2023,184
Noah Brown,HOU,2,0,0,0,0,13.0,2023,184
