#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:15,NOR 25,1,0:11,0,Interception,1,Saints,13.0,2023,185
2,1,10:24,NOR 25,3,0:50,-1,Punt,1,Saints,13.0,2023,185
3,1,8:15,NOR 25,3,2:07,-5,Punt,1,Saints,13.0,2023,185
4,1,4:33,NOR 24,5,2:14,28,Punt,1,Saints,13.0,2023,185
5,1,0:47,NOR 16,13,6:39,84,Touchdown,1,Saints,13.0,2023,185
6,2,7:13,NOR 10,3,1:49,8,Punt,1,Saints,13.0,2023,185
7,2,0:08,NOR 25,1,0:08,-1,End of Half,1,Saints,13.0,2023,185
8,3,15:00,NOR 25,10,4:56,75,Touchdown,1,Saints,13.0,2023,185
9,3,8:11,NOR 38,7,3:37,62,Touchdown,1,Saints,13.0,2023,185
10,4,15:00,NOR 25,1,0:04,0,Fumble,1,Saints,13.0,2023,185
11,4,14:07,NOR 25,12,6:37,75,Touchdown,1,Saints,13.0,2023,185
12,4,5:54,NOR 18,8,2:58,42,Downs,1,Saints,13.0,2023,185
