Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Jared Goff,DET,0,0,13.0,2023,185
Jahmyr Gibbs,DET,0,0,13.0,2023,185
David Montgomery,DET,0,0,13.0,2023,185
Jameson Williams,DET,0,0,13.0,2023,185
Kalif Raymond,DET,1,0,13.0,2023,185
Sam LaPorta,DET,0,0,13.0,2023,185
Amon-Ra St. Brown,DET,0,0,13.0,2023,185
Josh Reynolds,DET,0,0,13.0,2023,185
Brock Wright,DET,0,0,13.0,2023,185
Donovan Peoples-Jones,DET,0,0,13.0,2023,185
Derek Carr,NOR,1,1,13.0,2023,185
Jameis Winston,NOR,0,0,13.0,2023,185
Taysom Hill,NOR,0,0,13.0,2023,185
Alvin Kamara,NOR,0,0,13.0,2023,185
Jamaal Williams,NOR,0,0,13.0,2023,185
Chris Olave,NOR,0,0,13.0,2023,185
A.T. Perry,NOR,0,0,13.0,2023,185
Foster Moreau,NOR,0,0,13.0,2023,185
Jimmy Graham,NOR,0,0,13.0,2023,185
Juwan Johnson,NOR,0,0,13.0,2023,185
Lynn Bowden Jr.,NOR,0,0,13.0,2023,185
