Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Packers,9.0,19.21,14.26,5.68,0.0,-9.54,-5.67,-6.86,3.59,-0.96,-4.51,3.45,0.22,-1.48,1.36,13.0,2023,192
Chiefs,-9.0,9.54,5.67,6.86,-3.59,-19.21,-14.26,-5.68,0.0,0.96,-3.45,4.51,1.48,-0.22,-1.36,13.0,2023,192
