#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DAL 25,14,5:50,63,Field Goal,1,Cowboys,13.0,2023,181
2,1,7:28,DAL 25,5,2:40,75,Touchdown,1,Cowboys,13.0,2023,181
3,1,0:58,DAL 32,11,4:21,68,Touchdown,1,Cowboys,13.0,2023,181
4,2,8:54,DAL 25,16,7:24,62,Field Goal,1,Cowboys,13.0,2023,181
6,3,10:01,DAL 25,12,6:20,75,Touchdown,1,Cowboys,13.0,2023,181
7,3,2:56,SEA 38,4,1:52,8,Downs,1,Cowboys,13.0,2023,181
8,4,14:17,DAL 25,6,2:54,56,Field Goal,1,Cowboys,13.0,2023,181
9,4,7:04,DAL 46,7,2:27,54,Touchdown,1,Cowboys,13.0,2023,181
10,4,3:11,SEA 49,6,1:28,35,Field Goal,1,Cowboys,13.0,2023,181
11,4,1:07,,2,1:07,-1,End of Game,1,Cowboys,13.0,2023,181
