Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Geno Smith,SEA,0,0,13.0,2023,181
DeeJay Dallas,SEA,0,0,13.0,2023,181
Zach Charbonnet,SEA,0,0,13.0,2023,181
D.K. Metcalf,SEA,0,0,13.0,2023,181
Jaxon Smith-Njigba,SEA,0,0,13.0,2023,181
Tyler Lockett,SEA,0,0,13.0,2023,181
Noah Fant,SEA,0,0,13.0,2023,181
Jake Bobo,SEA,0,0,13.0,2023,181
Will Dissly,SEA,0,0,13.0,2023,181
Dak Prescott,DAL,0,0,13.0,2023,181
Tony Pollard,DAL,0,0,13.0,2023,181
CeeDee Lamb,DAL,0,0,13.0,2023,181
Rico Dowdle,DAL,0,0,13.0,2023,181
Jake Ferguson,DAL,0,0,13.0,2023,181
Brandin Cooks,DAL,0,0,13.0,2023,181
Jalen Tolbert,DAL,0,0,13.0,2023,181
Luke Schoonmaker,DAL,0,0,13.0,2023,181
KaVontae Turpin,DAL,0,0,13.0,2023,181
Michael Gallup,DAL,0,0,13.0,2023,181
