Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Justin Reid,KAN,0,9,6,66.7%,66.0,11.0,7.3,1.0,125.2,5.7,54.0,12.0,3,0,0,0.0,0,10,0,0.0%,13.0,2023,192
Trent McDuffie,KAN,0,4,3,75.0%,14.0,4.7,3.5,1.0,118.7,7.0,12.0,2.0,1,0,0,0.0,0,5,0,0.0%,13.0,2023,192
Mike Edwards,KAN,0,3,3,100.0%,52.0,17.3,17.3,0.0,118.7,9.3,28.0,24.0,1,0,0,0.0,0,6,0,0.0%,13.0,2023,192
Jack Cochrane,KAN,0,3,2,66.7%,7.0,3.5,2.3,0.0,70.1,-1.3,-4.0,11.0,4,0,0,0.0,0,7,0,0.0%,13.0,2023,192
Chamarri Conner,KAN,0,2,2,100.0%,36.0,18.0,18.0,0.0,118.7,8.0,16.0,20.0,0,0,0,0.0,0,3,0,0.0%,13.0,2023,192
Leo Chenal,KAN,0,4,2,50.0%,23.0,11.5,5.8,0.0,67.7,8.0,2.0,21.0,1,0,0,0.0,0,2,1,33.3%,13.0,2023,192
Joshua Williams,KAN,0,2,2,100.0%,21.0,10.5,10.5,1.0,150.0,10.5,21.0,0.0,0,0,0,0.0,0,0,0,,13.0,2023,192
L'Jarius Sneed,KAN,0,4,2,50.0%,5.0,2.5,1.3,0.0,56.2,9.0,2.0,3.0,0,0,0,0.0,0,3,1,25.0%,13.0,2023,192
Willie Gay Jr.,KAN,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,-1.0,-1.0,10.0,8,2,0,0.0,2,5,0,0.0%,13.0,2023,192
Bryan Cook,KAN,0,1,1,100.0%,19.0,19.0,19.0,0.0,118.7,19.0,19.0,0.0,0,0,0,0.0,0,7,0,0.0%,13.0,2023,192
Jaylen Watson,KAN,0,2,1,50.0%,15.0,15.0,7.5,0.0,75.0,20.5,6.0,9.0,1,0,0,0.0,0,1,1,50.0%,13.0,2023,192
Chris Jones,KAN,0,0,0,,,,,,,,,,0,1,2,0.0,3,0,0,,13.0,2023,192
George Karlaftis III,KAN,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%,13.0,2023,192
Charles Omenihu,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,13.0,2023,192
Michael Danna,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%,13.0,2023,192
Keisean Nixon,GNB,1,8,6,75.0%,48.0,8.0,6.0,0.0,50.0,3.5,1.0,47.0,0,0,0,0.0,0,5,0,0.0%,13.0,2023,192
Corey Ballentine,GNB,0,9,6,66.7%,38.0,6.3,4.2,1.0,112.3,6.6,20.0,18.0,0,0,0,0.0,0,10,0,0.0%,13.0,2023,192
Quay Walker,GNB,0,2,2,100.0%,28.0,14.0,14.0,0.0,118.7,5.0,10.0,18.0,0,0,0,0.0,0,13,0,0.0%,13.0,2023,192
Jonathan Owens,GNB,0,3,2,66.7%,15.0,7.5,5.0,0.0,78.5,-2.7,-5.0,20.0,0,0,0,0.0,0,5,0,0.0%,13.0,2023,192
Darnell Savage Jr.,GNB,0,4,2,50.0%,30.0,15.0,7.5,0.0,75.0,14.8,15.0,15.0,0,0,0,0.0,0,4,0,0.0%,13.0,2023,192
Carrington Valentine,GNB,0,2,1,50.0%,8.0,8.0,4.0,0.0,60.4,21.5,-2.0,10.0,0,0,0,0.0,0,2,0,0.0%,13.0,2023,192
Anthony Johnson,GNB,0,1,1,100.0%,27.0,27.0,27.0,0.0,118.7,23.0,23.0,4.0,0,0,0,0.0,0,1,0,0.0%,13.0,2023,192
Rudy Ford,GNB,0,2,1,50.0%,16.0,16.0,8.0,0.0,77.1,24.5,16.0,0.0,0,0,0,0.0,0,1,0,0.0%,13.0,2023,192
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,0,1,0.5,2,5,0,0.0%,13.0,2023,192
Lukas Van Ness,GNB,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%,13.0,2023,192
Devonte Wyatt,GNB,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%,13.0,2023,192
Preston Smith,GNB,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%,13.0,2023,192
Rashan Gary,GNB,0,0,0,,,,,,,,,,1,0,0,0.5,1,4,0,0.0%,13.0,2023,192
Kingsley Enagbare,GNB,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,13.0,2023,192
De'Vondre Campbell,GNB,0,0,0,,,,,,,,,,2,0,0,0.0,0,4,0,0.0%,13.0,2023,192
