Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Gardner Minshew II,IND,0,0,0,0,0,13.0,2023,183
Zack Moss,IND,3,2,6,0,5,13.0,2023,183
Kylen Granson,IND,3,3,72,0,46,13.0,2023,183
Michael Pittman Jr.,IND,16,11,105,1,14,13.0,2023,183
Alec Pierce,IND,6,3,100,1,55,13.0,2023,183
Josh Downs,IND,5,3,14,0,9,13.0,2023,183
Tyler Goodson,IND,2,2,11,0,7,13.0,2023,183
Will Mallory,IND,4,2,4,0,3,13.0,2023,183
Andrew Ogletree,IND,1,0,0,0,0,13.0,2023,183
Trey Sermon,IND,1,0,0,0,0,13.0,2023,183
Will Levis,TEN,0,0,0,0,0,13.0,2023,183
Derrick Henry,TEN,2,1,18,0,18,13.0,2023,183
Tyjae Spears,TEN,6,4,13,0,7,13.0,2023,183
DeAndre Hopkins,TEN,12,5,75,1,27,13.0,2023,183
Chigoziem Okonkwo,TEN,6,3,62,0,39,13.0,2023,183
Nick Westbrook-Ikhine,TEN,3,1,28,0,28,13.0,2023,183
Josh Whyle,TEN,2,1,16,0,16,13.0,2023,183
Chris Moore,TEN,1,1,12,0,12,13.0,2023,183
Trevon Wesco,TEN,1,0,0,0,0,13.0,2023,183
Ryan Stonehouse,TEN,0,0,0,0,0,13.0,2023,183
