Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jake Browning,CIN,2,22,1,21,13.0,2023,193
Tyler Boyd,CIN,1,5,0,5,13.0,2023,193
Ja'Marr Chase,CIN,0,0,0,0,13.0,2023,193
Joe Mixon,CIN,19,68,2,18,13.0,2023,193
Chase Brown,CIN,9,61,0,31,13.0,2023,193
Tee Higgins,CIN,0,0,0,0,13.0,2023,193
Tanner Hudson,CIN,0,0,0,0,13.0,2023,193
Trenton Irwin,CIN,0,0,0,0,13.0,2023,193
Mitchell Wilcox,CIN,0,0,0,0,13.0,2023,193
Drew Sample,CIN,0,0,0,0,13.0,2023,193
Trevor Lawrence,JAX,5,8,1,2,13.0,2023,193
C.J. Beathard,JAX,1,7,0,7,13.0,2023,193
Travis Etienne,JAX,11,45,1,13,13.0,2023,193
Calvin Ridley,JAX,3,7,0,10,13.0,2023,193
D'Ernest Johnson,JAX,5,4,0,4,13.0,2023,193
Evan Engram,JAX,0,0,0,0,13.0,2023,193
Zay Jones,JAX,0,0,0,0,13.0,2023,193
Parker Washington,JAX,0,0,0,0,13.0,2023,193
Christian Kirk,JAX,0,0,0,0,13.0,2023,193
Luke Farrell,JAX,0,0,0,0,13.0,2023,193
Tim Jones,JAX,0,0,0,0,13.0,2023,193
