Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Colts,6.0,2.48,3.83,-1.35,-3.88,-3.29,-3.92,-1.15,1.94,6.88,-5.6,4.91,3.48,2.84,1.25,13.0,2023,183
Titans,-6.0,3.29,3.92,1.15,-1.94,-2.48,-3.83,1.35,3.88,-6.88,-4.91,5.6,-2.84,-3.48,-1.25,13.0,2023,183
