Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Joe Flacco,CLE,0,0,0,0,13.0,2023,190
Kareem Hunt,CLE,12,48,0,7,13.0,2023,190
Pierre Strong,CLE,2,20,0,13,13.0,2023,190
Jerome Ford,CLE,9,19,0,10,13.0,2023,190
Elijah Moore,CLE,0,0,0,0,13.0,2023,190
Harrison Bryant,CLE,0,0,0,0,13.0,2023,190
Amari Cooper,CLE,0,0,0,0,13.0,2023,190
Cedric Tillman,CLE,0,0,0,0,13.0,2023,190
David Njoku,CLE,0,0,0,0,13.0,2023,190
David Bell,CLE,0,0,0,0,13.0,2023,190
Jordan Akins,CLE,0,0,0,0,13.0,2023,190
Matthew Stafford,LAR,1,-2,0,-2,13.0,2023,190
Kyren Williams,LAR,21,88,1,18,13.0,2023,190
Puka Nacua,LAR,2,34,0,31,13.0,2023,190
Demarcus Robinson,LAR,0,0,0,0,13.0,2023,190
Cooper Kupp,LAR,0,0,0,0,13.0,2023,190
Tyler Higbee,LAR,0,0,0,0,13.0,2023,190
Ben Skowronek,LAR,0,0,0,0,13.0,2023,190
Tutu Atwell,LAR,0,0,0,0,13.0,2023,190
Royce Freeman,LAR,1,0,0,0,13.0,2023,190
