Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
D'Onta Foreman,CHI,20,83,0,2.0,74,3.7,9,0.5,3,6.7,9.0,2023,129
Tyson Bagent,CHI,8,70,0,5.0,70,8.8,0,0.0,0,,9.0,2023,129
Roschon Johnson,CHI,2,6,0,,6,3.0,0,0.0,0,,9.0,2023,129
Darrynton Evans,CHI,1,2,0,0.0,2,2.0,0,0.0,0,,9.0,2023,129
Tyler Scott,CHI,1,-5,0,,-5,-5.0,0,0.0,0,,9.0,2023,129
Taysom Hill,NOR,11,52,0,4.0,41,3.7,11,1.0,3,3.7,9.0,2023,129
Alvin Kamara,NOR,9,26,0,2.0,20,2.2,6,0.7,2,4.5,9.0,2023,129
Derek Carr,NOR,3,3,0,0.0,3,1.0,0,0.0,0,,9.0,2023,129
Jamaal Williams,NOR,3,6,0,,6,2.0,0,0.0,0,,9.0,2023,129
Kendre Miller,NOR,1,0,0,0.0,0,0.0,0,0.0,0,,9.0,2023,129
