Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Josh Allen,BUF,8,44,1,11,9.0,2023,135
James Cook,BUF,6,20,0,8,9.0,2023,135
Latavius Murray,BUF,2,4,0,2,9.0,2023,135
Stefon Diggs,BUF,0,0,0,0,9.0,2023,135
Dalton Kincaid,BUF,0,0,0,0,9.0,2023,135
Khalil Shakir,BUF,0,0,0,0,9.0,2023,135
Trent Sherfield,BUF,0,0,0,0,9.0,2023,135
Gabriel Davis,BUF,0,0,0,0,9.0,2023,135
Deonte Harty,BUF,0,0,0,0,9.0,2023,135
Joe Burrow,CIN,5,4,0,7,9.0,2023,135
Joe Mixon,CIN,14,37,1,12,9.0,2023,135
Trayveon Williams,CIN,3,13,0,7,9.0,2023,135
Tee Higgins,CIN,0,0,0,0,9.0,2023,135
Tyler Boyd,CIN,0,0,0,0,9.0,2023,135
Tanner Hudson,CIN,0,0,0,0,9.0,2023,135
Ja'Marr Chase,CIN,0,0,0,0,9.0,2023,135
Drew Sample,CIN,0,0,0,0,9.0,2023,135
Irv Smith Jr.,CIN,0,0,0,0,9.0,2023,135
Andrei Iosivas,CIN,0,0,0,0,9.0,2023,135
