Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,9.0,2023,133
Tony Pollard,DAL,5,3,12,0,8,9.0,2023,133
Rico Dowdle,DAL,0,0,0,0,0,9.0,2023,133
CeeDee Lamb,DAL,16,11,191,0,29,9.0,2023,133
Jake Ferguson,DAL,10,7,91,1,40,9.0,2023,133
Jalen Tolbert,DAL,5,3,49,1,32,9.0,2023,133
Michael Gallup,DAL,3,2,19,0,11,9.0,2023,133
Brandin Cooks,DAL,2,1,7,0,7,9.0,2023,133
KaVontae Turpin,DAL,1,1,5,1,5,9.0,2023,133
Hunter Luepke,DAL,1,0,0,0,0,9.0,2023,133
Luke Schoonmaker,DAL,1,1,0,0,0,9.0,2023,133
Jalen Hurts,PHI,0,0,0,0,0,9.0,2023,133
D'Andre Swift,PHI,2,2,31,0,20,9.0,2023,133
Kenneth Gainwell,PHI,1,1,1,0,1,9.0,2023,133
Rashaad Penny,PHI,0,0,0,0,0,9.0,2023,133
A.J. Brown,PHI,9,7,66,1,20,9.0,2023,133
DeVonta Smith,PHI,3,3,51,1,29,9.0,2023,133
Dallas Goedert,PHI,4,3,50,0,28,9.0,2023,133
Olamide Zaccheaus,PHI,2,1,8,0,8,9.0,2023,133
