Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Clayton Tune,ARI,5,28,0,11,9.0,2023,125
Keaontay Ingram,ARI,9,8,0,11,9.0,2023,125
Rondale Moore,ARI,4,3,0,4,9.0,2023,125
Tony Jones,ARI,3,2,0,4,9.0,2023,125
Marquise Brown,ARI,0,0,0,0,9.0,2023,125
Trey McBride,ARI,0,0,0,0,9.0,2023,125
Greg Dortch,ARI,0,0,0,0,9.0,2023,125
Zach Pascal,ARI,0,0,0,0,9.0,2023,125
Deshaun Watson,CLE,3,22,0,13,9.0,2023,125
Jerome Ford,CLE,20,44,0,9,9.0,2023,125
Kareem Hunt,CLE,14,38,1,10,9.0,2023,125
Pierre Strong,CLE,3,9,0,4,9.0,2023,125
Amari Cooper,CLE,0,0,0,0,9.0,2023,125
David Njoku,CLE,0,0,0,0,9.0,2023,125
Elijah Moore,CLE,0,0,0,0,9.0,2023,125
Jordan Akins,CLE,0,0,0,0,9.0,2023,125
Cedric Tillman,CLE,0,0,0,0,9.0,2023,125
Marquise Goodwin,CLE,0,0,0,0,9.0,2023,125
