Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Giants,-25.0,-18.96,-14.28,-1.98,-8.51,-1.99,-10.12,7.48,0.0,-1.85,-1.22,5.06,1.93,-5.28,-2.34,9.0,2023,134
Raiders,25.0,1.99,10.12,-7.48,0.0,18.96,14.28,1.98,8.51,1.85,-5.06,1.22,5.28,-1.93,2.34,9.0,2023,134
